Ni,Ti,Al,FCC
18.0,9.0,8.0,16.188037028709957
19.0,9.0,8.0,16.476524362837637
20.0,9.0,8.0,16.764951196310573
15.0,10.0,8.0,17.398473450069503
16.0,10.0,8.0,18.012244641989245
17.0,10.0,8.0,18.300652314442985
18.0,10.0,8.0,18.589000540417768
19.0,10.0,8.0,18.877448169365273
20.0,10.0,8.0,19.165872734848946
15.0,11.0,8.0,17.3076885315111
16.0,11.0,8.0,18.620385090973326
17.0,11.0,8.0,19.92682185142678
18.0,11.0,8.0,20.990704788798684
19.0,11.0,8.0,21.279348290556406
20.0,11.0,8.0,21.567736171413344
15.0,12.0,8.0,17.268084319744816
16.0,12.0,8.0,18.57925215934958
17.0,12.0,8.0,19.88242275151196
18.0,12.0,8.0,21.17969153539016
19.0,12.0,8.0,22.46992493011276
20.0,12.0,8.0,23.75313225422229
15.0,13.0,8.0,17.28655726339507
16.0,13.0,8.0,18.5961948860907
17.0,13.0,8.0,19.896845746805703
18.0,13.0,8.0,21.19214155894224
19.0,13.0,8.0,22.478471157249025
20.0,13.0,8.0,23.75777251967204
15.0,14.0,8.0,17.3716903011498
16.0,14.0,8.0,18.67916715958831
17.0,14.0,8.0,19.978202730374083
18.0,14.0,8.0,21.26758426955225
19.0,14.0,8.0,22.549965541006202
20.0,14.0,8.0,23.8252695473494
15.0,15.0,8.0,17.533070455479344
16.0,15.0,8.0,18.837712153076033
17.0,15.0,8.0,20.13275777331699
18.0,15.0,8.0,21.420116008365227
19.0,15.0,8.0,22.696481641072566
20.0,15.0,8.0,23.965811561463887
15.0,1.0,9.0,18.32165128046887
16.0,1.0,9.0,19.583537491191116
17.0,1.0,9.0,20.817804696250104
18.0,1.0,9.0,22.02948186346597
19.0,1.0,9.0,23.220586801832535
20.0,1.0,9.0,24.391099401963057
15.0,2.0,9.0,14.305469439168798
16.0,2.0,9.0,15.693098149313958
17.0,2.0,9.0,17.037284571625108
18.0,2.0,9.0,18.343555885455327
19.0,2.0,9.0,19.616610174786402
20.0,2.0,9.0,20.860859298002516
15.0,3.0,9.0,9.890084057976694
16.0,3.0,9.0,11.499721954619861
17.0,3.0,9.0,13.024969956980744
18.0,3.0,9.0,14.48254949526567
19.0,3.0,9.0,15.88405649732981
20.0,3.0,9.0,17.23819129265423
15.0,4.0,9.0,11.24275562775404
16.0,4.0,9.0,11.531145329181145
17.0,4.0,9.0,11.819498703340344
18.0,4.0,9.0,12.107965978490663
19.0,4.0,9.0,12.396373741943446
20.0,4.0,9.0,13.529026006440436
15.0,5.0,9.0,13.643642679881241
16.0,5.0,9.0,13.932021101504837
17.0,5.0,9.0,14.220341079305749
18.0,5.0,9.0,14.508798919954161
19.0,5.0,9.0,14.7971692747051
20.0,5.0,9.0,15.085705771293126
15.0,6.0,9.0,16.04445817582154
16.0,6.0,9.0,16.332833058280404
17.0,6.0,9.0,16.621347159223845
18.0,6.0,9.0,16.90977053510365
19.0,6.0,9.0,17.198169174557027
20.0,6.0,9.0,17.4864761381152
15.0,7.0,9.0,18.44207854251331
16.0,7.0,9.0,18.733772246059047
17.0,7.0,9.0,19.022292410419794
18.0,7.0,9.0,19.310718116776396
19.0,7.0,9.0,19.599086346546947
20.0,7.0,9.0,19.887397175686754
15.0,8.0,9.0,18.289517575977687
16.0,8.0,9.0,19.62489962533368
17.0,8.0,9.0,20.95354918611485
18.0,8.0,9.0,21.711147513192465
19.0,8.0,9.0,21.999089692840297
20.0,8.0,9.0,22.288791201865507
15.0,9.0,9.0,18.17658861553972
16.0,9.0,9.0,19.512257773861016
17.0,9.0,9.0,20.841027909833716
18.0,9.0,9.0,22.162469498471964
19.0,9.0,9.0,23.47884772493162
20.0,9.0,9.0,24.68948295484805
15.0,10.0,9.0,18.108349963571857
16.0,10.0,9.0,19.444318013159847
17.0,10.0,9.0,20.773538365374538
18.0,10.0,9.0,22.09313361066734
19.0,10.0,9.0,23.40757722484634
20.0,10.0,9.0,24.71489274277824
15.0,11.0,9.0,18.0907910259842
16.0,11.0,9.0,19.42683301457691
17.0,11.0,9.0,20.75532998141787
18.0,11.0,9.0,22.074941535463864
19.0,11.0,9.0,23.387414419995686
20.0,11.0,9.0,24.6928479572658
15.0,12.0,9.0,18.130694138859543
16.0,12.0,9.0,19.466741298272357
17.0,12.0,9.0,20.794479671764268
18.0,12.0,9.0,22.112091446884378
19.0,12.0,9.0,23.422648368878964
20.0,12.0,9.0,24.726069468386534
15.0,13.0,9.0,18.23547778288219
16.0,13.0,9.0,19.57109887029796
17.0,13.0,9.0,20.897248406428332
18.0,13.0,9.0,22.214851477282657
19.0,13.0,9.0,23.523362556381425
20.0,13.0,9.0,24.82279355151092
15.0,14.0,9.0,18.412965238676627
16.0,14.0,9.0,19.747959386820625
17.0,14.0,9.0,21.071840069728708
18.0,14.0,9.0,22.387406561668303
19.0,14.0,9.0,23.69387442664085
20.0,14.0,9.0,24.991205877852124
15.0,15.0,9.0,18.347758267491937
16.0,15.0,9.0,19.841530937156687
17.0,15.0,9.0,21.328582133575676
18.0,15.0,9.0,22.640073627551367
19.0,15.0,9.0,23.944405173186247
20.0,15.0,9.0,25.23764788306291
15.0,1.0,10.0,18.916312504314043
16.0,1.0,10.0,20.12068071651465
17.0,1.0,10.0,21.321663330128153
18.0,1.0,10.0,22.52356051877456
19.0,1.0,10.0,23.72238704304875
20.0,1.0,10.0,24.920156715199052
15.0,2.0,10.0,17.441008411992073
16.0,2.0,10.0,18.8080304349457
17.0,2.0,10.0,20.136320760302006
18.0,2.0,10.0,21.429360433005634
19.0,2.0,10.0,22.693620352096154
20.0,2.0,10.0,23.927160214025996
15.0,3.0,10.0,16.766098690899593
16.0,3.0,10.0,17.05453179373616
17.0,3.0,10.0,17.34290943156081
18.0,3.0,10.0,18.270499640461157
19.0,3.0,10.0,19.595360427782143
20.0,3.0,10.0,20.888228339540785
15.0,4.0,10.0,19.167039767977208
16.0,4.0,10.0,19.455484070265484
17.0,4.0,10.0,19.743873955900398
18.0,4.0,10.0,20.031972016571636
19.0,4.0,10.0,20.31985729626253
20.0,4.0,10.0,20.6094270436957
15.0,5.0,10.0,19.296853299472243
16.0,5.0,10.0,20.650880533079487
17.0,5.0,10.0,21.997736197644613
18.0,5.0,10.0,22.433973143431196
19.0,5.0,10.0,22.721195952489882
20.0,5.0,10.0,23.010191556924635
15.0,6.0,10.0,19.127535448591594
16.0,6.0,10.0,20.481286396389955
17.0,6.0,10.0,21.830281276305133
18.0,6.0,10.0,23.172145005992967
19.0,6.0,10.0,24.50688692119712
20.0,6.0,10.0,25.41016922268595
15.0,7.0,10.0,18.99345286660962
16.0,7.0,10.0,20.348935509986493
17.0,7.0,10.0,21.698025048265333
18.0,7.0,10.0,23.040018443144238
19.0,7.0,10.0,24.37682264972546
20.0,7.0,10.0,25.706501882416482
15.0,8.0,10.0,18.898913621878233
16.0,8.0,10.0,20.25586778703449
17.0,8.0,10.0,21.607101609730066
18.0,8.0,10.0,22.949155578555576
19.0,8.0,10.0,24.284071511278587
20.0,8.0,10.0,25.61384738681086
15.0,9.0,10.0,18.848925171154267
16.0,9.0,10.0,20.208368247583934
17.0,9.0,10.0,21.557655260985236
18.0,9.0,10.0,22.90178286661989
19.0,9.0,10.0,24.23677278722887
20.0,9.0,10.0,25.566569275902655
15.0,10.0,10.0,18.84868559137893
16.0,10.0,10.0,20.208599744245525
17.0,10.0,10.0,21.559902376282707
18.0,10.0,10.0,22.90408552349201
19.0,10.0,10.0,24.23907425773198
20.0,10.0,10.0,25.56691818705857
15.0,11.0,10.0,18.904586211935882
16.0,11.0,10.0,20.26674137292765
17.0,11.0,10.0,21.618075335232184
18.0,11.0,10.0,22.962238763298004
19.0,11.0,10.0,24.29724252876779
20.0,11.0,10.0,25.623098543156953
15.0,12.0,10.0,19.022767735416295
16.0,12.0,10.0,20.38509635425017
17.0,12.0,10.0,21.73843367894745
18.0,12.0,10.0,23.082544926665665
19.0,12.0,10.0,24.415530350791865
20.0,12.0,10.0,25.741310532191147
15.0,13.0,10.0,18.89722831281273
16.0,13.0,10.0,20.391287942647494
17.0,13.0,10.0,21.885099715728426
18.0,13.0,10.0,23.271296595231842
19.0,13.0,10.0,24.604227717890232
20.0,13.0,10.0,25.927944317330308
15.0,14.0,10.0,18.72217463170976
16.0,14.0,10.0,20.216557155290413
17.0,14.0,10.0,21.708644078693585
18.0,14.0,10.0,23.203459030451278
19.0,14.0,10.0,24.696983687906247
20.0,14.0,10.0,26.18921972097204
15.0,15.0,10.0,18.547092715325146
16.0,15.0,10.0,20.04078288648629
17.0,15.0,10.0,21.533589139441155
18.0,15.0,10.0,23.028730604076788
19.0,15.0,10.0,24.522536287242172
20.0,15.0,10.0,26.015103469618232
21.0,1.0,0.0,28.743233622659396
22.0,1.0,0.0,30.414985324858307
23.0,1.0,0.0,32.08504932477732
24.0,1.0,0.0,33.75708443171202
25.0,1.0,0.0,35.429136411477664
21.0,2.0,0.0,22.606385343550546
22.0,2.0,0.0,24.27865259610411
23.0,2.0,0.0,25.949245649068697
24.0,2.0,0.0,27.621758594175898
25.0,2.0,0.0,29.292638857828475
21.0,3.0,0.0,16.470542130258046
22.0,3.0,0.0,18.142906995790987
23.0,3.0,0.0,19.813996860796617
24.0,3.0,0.0,21.48523657061544
25.0,3.0,0.0,23.156625906264114
21.0,4.0,0.0,10.334361690168993
22.0,4.0,0.0,12.005764079370232
23.0,4.0,0.0,13.677346671752948
24.0,4.0,0.0,15.34888527400006
25.0,4.0,0.0,17.020371020046905
21.0,5.0,0.0,4.1981601660032855
22.0,5.0,0.0,5.869648324871645
23.0,5.0,0.0,7.54111240067851
24.0,5.0,0.0,9.212559920902622
25.0,5.0,0.0,10.884149876470536
21.0,6.0,0.0,0.0
22.0,6.0,0.0,0.0
23.0,6.0,0.0,1.4049295585718193
24.0,6.0,0.0,3.076392278003322
25.0,6.0,0.0,4.74788264303327
21.0,7.0,0.0,0.0
22.0,7.0,0.0,0.0
23.0,7.0,0.0,0.0
24.0,7.0,0.0,0.0
25.0,7.0,0.0,0.0
21.0,8.0,0.0,0.0
22.0,8.0,0.0,0.0
23.0,8.0,0.0,0.0
24.0,8.0,0.0,0.0
25.0,8.0,0.0,0.0
21.0,9.0,0.0,0.0
22.0,9.0,0.0,0.0
23.0,9.0,0.0,0.0
24.0,9.0,0.0,0.0
25.0,9.0,0.0,0.0
21.0,10.0,0.0,0.0
22.0,10.0,0.0,0.0
23.0,10.0,0.0,0.0
24.0,10.0,0.0,0.0
25.0,10.0,0.0,0.0
21.0,11.0,0.0,0.0
22.0,11.0,0.0,0.0
23.0,11.0,0.0,0.0
24.0,11.0,0.0,0.0
25.0,11.0,0.0,0.0
21.0,12.0,0.0,0.0
22.0,12.0,0.0,0.0
23.0,12.0,0.0,0.0
24.0,12.0,0.0,0.0
25.0,12.0,0.0,0.0
21.0,13.0,0.0,0.0
22.0,13.0,0.0,0.0
23.0,13.0,0.0,0.0
24.0,13.0,0.0,0.0
25.0,13.0,0.0,0.0
21.0,14.0,0.0,0.0
22.0,14.0,0.0,0.0
23.0,14.0,0.0,0.0
24.0,14.0,0.0,0.0
25.0,14.0,0.0,0.0
21.0,15.0,0.0,0.0
22.0,15.0,0.0,0.0
23.0,15.0,0.0,0.0
24.0,15.0,0.0,0.0
25.0,15.0,0.0,0.0
21.0,1.0,1.0,28.021534320323017
22.0,1.0,1.0,29.672478117376954
23.0,1.0,1.0,31.323672571527943
24.0,1.0,1.0,32.97679994409193
25.0,1.0,1.0,34.63005749288055
21.0,2.0,1.0,21.96553819163584
22.0,2.0,1.0,23.607829750536744
23.0,2.0,1.0,25.25392196299276
24.0,2.0,1.0,26.902014420255128
25.0,2.0,1.0,28.550310189055654
21.0,3.0,1.0,15.933029171452956
22.0,3.0,1.0,17.568965920604384
23.0,3.0,1.0,19.207074131967243
24.0,3.0,1.0,20.848240772370147
25.0,3.0,1.0,22.489658171571925
21.0,4.0,1.0,9.937275468540347
22.0,4.0,1.0,11.56258168020117
23.0,4.0,1.0,13.190828471664187
24.0,4.0,1.0,14.822011601166238
25.0,4.0,1.0,16.455917214615244
21.0,5.0,1.0,3.9926008085639864
22.0,5.0,1.0,5.603062256247291
23.0,5.0,1.0,7.217572089094866
24.0,5.0,1.0,8.835763711009935
25.0,5.0,1.0,10.457793267332445
21.0,6.0,1.0,0.0
22.0,6.0,1.0,0.0
23.0,6.0,1.0,1.3076291775730668
24.0,6.0,1.0,2.9077183815212715
25.0,6.0,1.0,4.512898122530358
21.0,7.0,1.0,0.0
22.0,7.0,1.0,0.0
23.0,7.0,1.0,0.0
24.0,7.0,1.0,0.0
25.0,7.0,1.0,0.0
21.0,8.0,1.0,0.0
22.0,8.0,1.0,0.0
23.0,8.0,1.0,0.0
24.0,8.0,1.0,0.0
25.0,8.0,1.0,0.0
21.0,9.0,1.0,0.0
22.0,9.0,1.0,0.0
23.0,9.0,1.0,0.0
24.0,9.0,1.0,0.0
25.0,9.0,1.0,0.0
21.0,10.0,1.0,0.0
22.0,10.0,1.0,0.0
23.0,10.0,1.0,0.0
24.0,10.0,1.0,0.0
25.0,10.0,1.0,0.0
21.0,11.0,1.0,0.0
22.0,11.0,1.0,0.0
23.0,11.0,1.0,0.0
24.0,11.0,1.0,0.0
25.0,11.0,1.0,0.0
21.0,12.0,1.0,0.0
22.0,12.0,1.0,0.0
23.0,12.0,1.0,0.0
24.0,12.0,1.0,0.0
25.0,12.0,1.0,0.0
21.0,13.0,1.0,0.0
22.0,13.0,1.0,0.0
23.0,13.0,1.0,0.0
24.0,13.0,1.0,0.0
25.0,13.0,1.0,0.0
21.0,14.0,1.0,0.0
22.0,14.0,1.0,0.0
23.0,14.0,1.0,0.0
24.0,14.0,1.0,0.0
25.0,14.0,1.0,0.0
21.0,15.0,1.0,0.0
22.0,15.0,1.0,0.0
23.0,15.0,1.0,0.0
24.0,15.0,1.0,0.0
25.0,15.0,1.0,0.0
21.0,1.0,2.0,27.413782158824013
22.0,1.0,2.0,29.039497632462457
23.0,1.0,2.0,30.669043943380224
24.0,1.0,2.0,32.298784584819174
25.0,1.0,2.0,33.93245369021091
21.0,2.0,2.0,21.427533335755548
22.0,2.0,2.0,23.044252736856823
23.0,2.0,2.0,24.664873517657437
24.0,2.0,2.0,26.285714285714285
25.0,2.0,2.0,27.910442889935705
21.0,3.0,2.0,15.484415686031895
22.0,3.0,2.0,17.08847061134442
23.0,3.0,2.0,18.69536051832178
24.0,3.0,2.0,20.307224909420622
25.0,3.0,2.0,21.92118181867714
21.0,4.0,2.0,9.60082819810411
22.0,4.0,2.0,11.187381813809612
23.0,4.0,2.0,12.778618420453656
24.0,4.0,2.0,14.374323180664126
25.0,4.0,2.0,15.974146226990015
21.0,5.0,2.0,3.8049163418619303
22.0,5.0,2.0,5.36617855024862
23.0,5.0,2.0,6.934337188985311
24.0,5.0,2.0,8.508477851487656
25.0,5.0,2.0,10.088409789944752
21.0,6.0,2.0,0.0
22.0,6.0,2.0,0.0
23.0,6.0,2.0,1.2030683678241554
24.0,6.0,2.0,2.7448087471606057
25.0,6.0,2.0,4.295215290046577
21.0,7.0,2.0,0.0
22.0,7.0,2.0,0.0
23.0,7.0,2.0,0.0
24.0,7.0,2.0,0.0
25.0,7.0,2.0,0.0
21.0,8.0,2.0,0.0
22.0,8.0,2.0,0.0
23.0,8.0,2.0,0.0
24.0,8.0,2.0,0.0
25.0,8.0,2.0,0.0
21.0,9.0,2.0,0.0
22.0,9.0,2.0,0.0
23.0,9.0,2.0,0.0
24.0,9.0,2.0,0.0
25.0,9.0,2.0,0.0
21.0,10.0,2.0,0.0
22.0,10.0,2.0,0.0
23.0,10.0,2.0,0.0
24.0,10.0,2.0,0.0
25.0,10.0,2.0,0.0
21.0,11.0,2.0,0.0
22.0,11.0,2.0,0.0
23.0,11.0,2.0,0.0
24.0,11.0,2.0,0.0
25.0,11.0,2.0,0.0
21.0,12.0,2.0,0.0
22.0,12.0,2.0,0.0
23.0,12.0,2.0,0.0
24.0,12.0,2.0,0.0
25.0,12.0,2.0,0.0
21.0,13.0,2.0,0.0
22.0,13.0,2.0,0.0
23.0,13.0,2.0,0.0
24.0,13.0,2.0,0.0
25.0,13.0,2.0,0.0
21.0,14.0,2.0,0.0
22.0,14.0,2.0,0.0
23.0,14.0,2.0,0.0
24.0,14.0,2.0,0.0
25.0,14.0,2.0,0.0
21.0,15.0,2.0,0.0
22.0,15.0,2.0,0.0
23.0,15.0,2.0,0.0
24.0,15.0,2.0,0.0
25.0,15.0,2.0,0.0
21.0,1.0,3.0,26.74843567288976
22.0,1.0,3.0,28.351591983292423
23.0,1.0,3.0,29.958672011045213
24.0,1.0,3.0,31.567888897429984
25.0,1.0,3.0,33.179239605076134
21.0,2.0,3.0,20.82369528341374
22.0,2.0,3.0,22.41391332430538
23.0,2.0,3.0,24.00629456818382
24.0,2.0,3.0,25.604502374012355
25.0,2.0,3.0,27.204863783284587
21.0,3.0,3.0,14.959528091292565
22.0,3.0,3.0,16.53013925979294
23.0,3.0,3.0,18.10609776484485
24.0,3.0,3.0,19.68766353595725
25.0,3.0,3.0,21.271441208966678
21.0,4.0,3.0,9.182177495699452
22.0,4.0,3.0,10.725870289574933
23.0,4.0,3.0,12.276940967788233
24.0,4.0,3.0,13.8348273566271
25.0,4.0,3.0,15.399123863237365
21.0,5.0,3.0,2.9829710539277627
22.0,5.0,3.0,5.045802202341002
23.0,5.0,3.0,6.557658034564043
24.0,5.0,3.0,8.080605257873822
25.0,5.0,3.0,9.61334857917249
21.0,6.0,3.0,0.0
22.0,6.0,3.0,0.0
23.0,6.0,3.0,0.9347586909649408
24.0,6.0,3.0,2.160283117391128
25.0,6.0,3.0,3.382015820117627
21.0,7.0,3.0,0.0
22.0,7.0,3.0,0.0
23.0,7.0,3.0,0.0
24.0,7.0,3.0,0.0
25.0,7.0,3.0,0.0
21.0,8.0,3.0,0.0
22.0,8.0,3.0,0.0
23.0,8.0,3.0,0.0
24.0,8.0,3.0,0.0
25.0,8.0,3.0,0.0
21.0,9.0,3.0,0.0
22.0,9.0,3.0,0.0
23.0,9.0,3.0,0.0
24.0,9.0,3.0,0.0
25.0,9.0,3.0,0.0
21.0,10.0,3.0,0.0
22.0,10.0,3.0,0.0
23.0,10.0,3.0,0.0
24.0,10.0,3.0,0.0
25.0,10.0,3.0,0.0
21.0,11.0,3.0,0.0
22.0,11.0,3.0,0.0
23.0,11.0,3.0,0.0
24.0,11.0,3.0,0.0
25.0,11.0,3.0,0.0
21.0,12.0,3.0,0.0
22.0,12.0,3.0,0.0
23.0,12.0,3.0,0.0
24.0,12.0,3.0,0.0
25.0,12.0,3.0,0.0
21.0,13.0,3.0,0.0
22.0,13.0,3.0,0.0
23.0,13.0,3.0,0.0
24.0,13.0,3.0,0.0
25.0,13.0,3.0,0.0
21.0,14.0,3.0,0.0
22.0,14.0,3.0,0.0
23.0,14.0,3.0,0.0
24.0,14.0,3.0,0.0
25.0,14.0,3.0,0.0
21.0,15.0,3.0,0.0
22.0,15.0,3.0,0.0
23.0,15.0,3.0,0.0
24.0,15.0,3.0,0.0
25.0,15.0,3.0,0.0
21.0,1.0,4.0,25.946414449986015
22.0,1.0,4.0,27.52808156797702
23.0,1.0,4.0,29.113818656157196
24.0,1.0,4.0,30.701770608709154
25.0,1.0,4.0,32.29557167468926
21.0,2.0,4.0,20.05227317836877
22.0,2.0,4.0,21.617001394286394
23.0,2.0,4.0,23.185864980466867
24.0,2.0,4.0,24.758775138974045
25.0,2.0,4.0,26.337617709247514
21.0,3.0,4.0,10.558184557816682
22.0,3.0,4.0,15.286232678029558
23.0,3.0,4.0,17.299946169695396
24.0,3.0,4.0,18.855917266253787
25.0,3.0,4.0,20.41785199004514
21.0,4.0,4.0,7.504768639565286
22.0,4.0,4.0,8.7129103300497
23.0,4.0,4.0,9.923642833637311
24.0,4.0,4.0,0.3983884575502027
25.0,4.0,4.0,5.126223835324842
21.0,5.0,4.0,3.078437147021655
22.0,5.0,4.0,4.315927535043857
23.0,5.0,4.0,5.539044256488753
24.0,5.0,4.0,6.751157734860104
25.0,5.0,4.0,7.956175454459198
21.0,6.0,4.0,0.0
22.0,6.0,4.0,0.0
23.0,6.0,4.0,0.9938860165476695
24.0,6.0,4.0,2.286175563667277
25.0,6.0,4.0,3.551310265407241
21.0,7.0,4.0,0.0
22.0,7.0,4.0,0.0
23.0,7.0,4.0,0.0
24.0,7.0,4.0,0.0
25.0,7.0,4.0,0.0
21.0,8.0,4.0,0.0
22.0,8.0,4.0,0.0
23.0,8.0,4.0,0.0
24.0,8.0,4.0,0.0
25.0,8.0,4.0,0.0
21.0,9.0,4.0,0.0
22.0,9.0,4.0,0.0
23.0,9.0,4.0,0.0
24.0,9.0,4.0,0.0
25.0,9.0,4.0,0.0
21.0,10.0,4.0,0.0
22.0,10.0,4.0,0.0
23.0,10.0,4.0,0.0
24.0,10.0,4.0,0.0
25.0,10.0,4.0,0.0
21.0,11.0,4.0,0.0
22.0,11.0,4.0,0.0
23.0,11.0,4.0,0.0
24.0,11.0,4.0,0.0
25.0,11.0,4.0,0.0
21.0,12.0,4.0,0.0
22.0,12.0,4.0,0.0
23.0,12.0,4.0,0.0
24.0,12.0,4.0,0.0
25.0,12.0,4.0,0.0
21.0,13.0,4.0,0.0
22.0,13.0,4.0,0.0
23.0,13.0,4.0,0.0
24.0,13.0,4.0,0.0
25.0,13.0,4.0,0.0
21.0,14.0,4.0,0.0
22.0,14.0,4.0,0.0
23.0,14.0,4.0,0.0
24.0,14.0,4.0,0.0
25.0,14.0,4.0,0.0
21.0,15.0,4.0,0.0
22.0,15.0,4.0,0.049938766664079794
23.0,15.0,4.0,0.3383603033966576
24.0,15.0,4.0,0.6267681810617407
25.0,15.0,4.0,0.915177474415633
21.0,1.0,5.0,18.133491507790527
22.0,1.0,5.0,22.862315520153214
23.0,1.0,5.0,27.588811183582056
24.0,1.0,5.0,29.541738683608166
25.0,1.0,5.0,31.126733205833133
21.0,2.0,5.0,16.46910216068413
22.0,2.0,5.0,17.678727979798737
23.0,2.0,5.0,3.2457927336184365
24.0,2.0,5.0,7.973641411655498
25.0,2.0,5.0,12.701586879946724
21.0,3.0,5.0,12.176620977823829
22.0,3.0,5.0,13.361264285218422
23.0,3.0,5.0,14.544462302171496
24.0,3.0,5.0,15.728601581332924
25.0,3.0,5.0,16.91670367101913
21.0,4.0,5.0,7.902009814059298
22.0,4.0,5.0,9.118909451719109
23.0,4.0,5.0,10.321367592006476
24.0,4.0,5.0,11.512371697266568
25.0,4.0,5.0,12.69458201109833
21.0,5.0,5.0,3.3629665059156504
22.0,5.0,5.0,4.68517371770379
23.0,5.0,5.0,5.974361193367173
24.0,5.0,5.0,7.2354701071677745
25.0,5.0,5.0,8.472282525952533
21.0,6.0,5.0,0.0
22.0,6.0,5.0,0.0
23.0,6.0,5.0,1.1182254314129692
24.0,6.0,5.0,2.5609200251628237
25.0,6.0,5.0,3.947009245331682
21.0,7.0,5.0,0.0
22.0,7.0,5.0,0.0
23.0,7.0,5.0,0.0
24.0,7.0,5.0,0.0
25.0,7.0,5.0,0.0
21.0,8.0,5.0,0.0
22.0,8.0,5.0,0.0
23.0,8.0,5.0,0.0
24.0,8.0,5.0,0.0
25.0,8.0,5.0,0.0
21.0,9.0,5.0,0.0
22.0,9.0,5.0,0.0
23.0,9.0,5.0,0.0
24.0,9.0,5.0,0.0
25.0,9.0,5.0,0.0
21.0,10.0,5.0,0.0
22.0,10.0,5.0,0.0
23.0,10.0,5.0,0.0
24.0,10.0,5.0,0.0
25.0,10.0,5.0,0.0
21.0,11.0,5.0,0.0
22.0,11.0,5.0,0.0
23.0,11.0,5.0,0.0
24.0,11.0,5.0,0.0
25.0,11.0,5.0,0.0
21.0,12.0,5.0,0.4831207601988458
22.0,12.0,5.0,0.7715363930645078
23.0,12.0,5.0,1.0599570105191076
24.0,12.0,5.0,1.3483601102766423
25.0,12.0,5.0,1.636785191660807
21.0,13.0,5.0,2.8839974752627233
22.0,13.0,5.0,3.172406694761641
23.0,13.0,5.0,3.460928807669446
24.0,13.0,5.0,3.7491882915942236
25.0,13.0,5.0,4.0377565354438625
21.0,14.0,5.0,5.285031092912038
22.0,14.0,5.0,5.573373040872038
23.0,14.0,5.0,5.861834723738141
24.0,14.0,5.0,6.150213519941561
25.0,14.0,5.0,6.438532442402463
21.0,15.0,5.0,7.685877534780603
22.0,15.0,5.0,7.974356326981686
23.0,15.0,5.0,8.262764906326026
24.0,15.0,5.0,8.551087033347406
25.0,15.0,5.0,8.839528991249258
21.0,1.0,6.0,21.126055026795083
22.0,1.0,6.0,22.297253891296872
23.0,1.0,6.0,23.47493205867411
24.0,1.0,6.0,24.662856021021472
25.0,1.0,6.0,25.859076054552176
21.0,2.0,6.0,17.013989469558847
22.0,2.0,6.0,18.174007664285377
23.0,2.0,6.0,19.329748215795576
24.0,2.0,6.0,20.485526838214444
25.0,2.0,6.0,21.64028483309144
21.0,3.0,6.0,12.924928842729633
22.0,3.0,6.0,14.115399341160058
23.0,3.0,6.0,15.292249865488522
24.0,3.0,6.0,16.45782717293122
25.0,3.0,6.0,17.614168712463492
21.0,4.0,6.0,8.659227956887138
22.0,4.0,6.0,9.93363277052809
23.0,4.0,6.0,11.180686404544911
24.0,4.0,6.0,12.404029982095711
25.0,4.0,6.0,13.606729239851449
21.0,5.0,6.0,3.8807230726211284
22.0,5.0,6.0,5.34470596511776
23.0,5.0,6.0,6.748818372385168
24.0,5.0,6.0,8.103400130313949
25.0,5.0,6.0,9.416113970846522
21.0,6.0,6.0,0.0
22.0,6.0,6.0,0.0
23.0,6.0,6.0,1.4005143169311536
24.0,6.0,6.0,3.104089254695137
25.0,6.0,6.0,4.684730600415339
21.0,7.0,6.0,0.0
22.0,7.0,6.0,0.0
23.0,7.0,6.0,0.0
24.0,7.0,6.0,0.0
25.0,7.0,6.0,0.0
21.0,8.0,6.0,0.0
22.0,8.0,6.0,0.0
23.0,8.0,6.0,0.0
24.0,8.0,6.0,0.0
25.0,8.0,6.0,0.0
21.0,9.0,6.0,1.2047210333289946
22.0,9.0,6.0,1.4931389956071206
23.0,9.0,6.0,1.7815575385062594
24.0,9.0,6.0,2.0700043391909224
25.0,9.0,6.0,2.3583427593164377
21.0,10.0,6.0,3.6057176160240485
22.0,10.0,6.0,3.8940159278876
23.0,10.0,6.0,4.182436677341752
24.0,10.0,6.0,4.470779686976499
25.0,10.0,6.0,4.759252986732649
21.0,11.0,6.0,6.0064592189798125
22.0,11.0,6.0,6.294886016866203
23.0,11.0,6.0,6.583447955693423
24.0,11.0,6.0,6.871736658530085
25.0,11.0,6.0,7.160147887202467
21.0,12.0,6.0,8.407516168300324
22.0,12.0,6.0,8.695894539764797
23.0,12.0,6.0,8.984204630823353
24.0,12.0,6.0,9.272638581612586
25.0,12.0,6.0,9.561196224509972
21.0,13.0,6.0,10.808270495671184
22.0,13.0,6.0,11.096800525192085
23.0,13.0,6.0,11.385263141689904
24.0,13.0,6.0,11.673658436190246
25.0,13.0,6.0,11.961963501572678
21.0,14.0,6.0,13.209283304365607
22.0,14.0,6.0,13.497780674320223
23.0,14.0,6.0,13.78618509809968
24.0,14.0,6.0,14.074549261885636
25.0,14.0,6.0,14.363012129159472
21.0,15.0,6.0,15.61011140005487
22.0,15.0,6.0,15.89858369413664
23.0,15.0,6.0,16.186959400377177
24.0,15.0,6.0,16.47546170884366
25.0,15.0,6.0,16.763897594137216
21.0,1.0,7.0,22.01608529944167
22.0,1.0,7.0,23.15124077672127
23.0,1.0,7.0,24.28154999007982
24.0,1.0,7.0,25.406971090131435
25.0,1.0,7.0,26.53332342217165
21.0,2.0,7.0,18.12955639022972
22.0,2.0,7.0,19.289697187500597
