Ni,Ti,Al,Ni3Ti
19.0,11.0,7.0,9.017063243277866
20.0,11.0,7.0,10.107463462616721
15.0,12.0,7.0,1.9844399653355924
16.0,12.0,7.0,3.0748028124051046
17.0,12.0,7.0,4.165166853778459
18.0,12.0,7.0,5.255532087859941
19.0,12.0,7.0,6.34589851305668
20.0,12.0,7.0,7.43605736814595
15.0,13.0,7.0,0.0
16.0,13.0,7.0,0.40363474019327833
17.0,13.0,7.0,1.4939581072048673
18.0,13.0,7.0,2.5843648652596927
19.0,13.0,7.0,3.674672523090821
20.0,13.0,7.0,4.764981424648684
15.0,14.0,7.0,0.0
16.0,14.0,7.0,0.0
17.0,14.0,7.0,0.0
18.0,14.0,7.0,0.0
19.0,14.0,7.0,1.0033948276164644
20.0,14.0,7.0,2.093679590229755
15.0,15.0,7.0,0.0
16.0,15.0,7.0,0.0
17.0,15.0,7.0,0.0
18.0,15.0,7.0,0.0
19.0,15.0,7.0,0.0
20.0,15.0,7.0,0.0
15.0,1.0,8.0,1.9989905455501815
16.0,1.0,8.0,1.9648473063325493
17.0,1.0,8.0,1.9481234603680626
18.0,1.0,8.0,1.9472468559775051
19.0,1.0,8.0,1.9606594085398812
20.0,1.0,8.0,1.987176642425903
15.0,2.0,8.0,6.5469596138798725
16.0,2.0,8.0,6.418970587381207
17.0,2.0,8.0,6.321089520064708
18.0,2.0,8.0,6.249395562948492
19.0,2.0,8.0,6.200772559072928
20.0,2.0,8.0,6.173063767454983
15.0,3.0,8.0,11.557023754563337
16.0,3.0,8.0,11.237355866083183
17.0,3.0,8.0,10.983092498992217
18.0,3.0,8.0,10.781554197379
19.0,3.0,8.0,10.623182288177274
20.0,3.0,8.0,10.501318035604381
15.0,4.0,8.0,15.68214138619709
16.0,4.0,8.0,16.772499718425827
17.0,4.0,8.0,16.357396853988416
18.0,4.0,8.0,15.836343811478748
19.0,4.0,8.0,15.439840357759966
20.0,4.0,8.0,15.131696272805515
15.0,5.0,8.0,13.010950609404915
16.0,5.0,8.0,14.101284976068365
17.0,5.0,8.0,15.191620561350852
18.0,5.0,8.0,16.28192572556701
19.0,5.0,8.0,17.37222789796101
20.0,5.0,8.0,18.462721222616544
15.0,6.0,8.0,10.339700443138371
16.0,6.0,8.0,11.430190928463183
17.0,6.0,8.0,12.52046766546927
18.0,6.0,8.0,13.61074567378426
19.0,6.0,8.0,14.701024951709194
20.0,6.0,8.0,15.791499935835368
15.0,7.0,8.0,7.668617064878388
16.0,7.0,8.0,8.758842142636977
17.0,7.0,8.0,9.849267788545912
18.0,7.0,8.0,10.939482593619836
19.0,7.0,8.0,12.029916986013674
20.0,7.0,8.0,13.120136470918142
15.0,8.0,8.0,4.997331863414862
16.0,8.0,8.0,6.087675183316042
17.0,8.0,8.0,7.178037996437834
18.0,8.0,8.0,8.26841052169245
19.0,8.0,8.0,9.358774485222526
20.0,8.0,8.0,10.448948864024215
15.0,9.0,8.0,2.326086743733054
16.0,9.0,8.0,3.416555618825104
17.0,9.0,8.0,4.50683398921896
18.0,9.0,8.0,5.597122161506954
19.0,9.0,8.0,6.687420122644718
20.0,9.0,8.0,7.777727859611017
15.0,10.0,8.0,0.0
16.0,10.0,8.0,0.7452808742141324
17.0,10.0,8.0,1.8356089247585652
18.0,10.0,8.0,2.925892276725225
19.0,10.0,8.0,4.0162992740873245
20.0,10.0,8.0,5.106530325587037
15.0,11.0,8.0,0.0
16.0,11.0,8.0,0.0
17.0,11.0,8.0,0.0
18.0,11.0,8.0,0.25473585127662074
19.0,11.0,8.0,1.3450523947107413
20.0,11.0,8.0,2.4353829997335383
15.0,12.0,8.0,0.0
16.0,12.0,8.0,0.0
17.0,12.0,8.0,0.0
18.0,12.0,8.0,0.0
19.0,12.0,8.0,0.0
20.0,12.0,8.0,0.0
15.0,13.0,8.0,0.0
16.0,13.0,8.0,0.0
17.0,13.0,8.0,0.0
18.0,13.0,8.0,0.0
19.0,13.0,8.0,0.0
20.0,13.0,8.0,0.0
15.0,14.0,8.0,0.0
16.0,14.0,8.0,0.0
17.0,14.0,8.0,0.0
18.0,14.0,8.0,0.0
19.0,14.0,8.0,0.0
20.0,14.0,8.0,0.0
15.0,15.0,8.0,0.0
16.0,15.0,8.0,0.0
17.0,15.0,8.0,0.0
18.0,15.0,8.0,0.0
19.0,15.0,8.0,0.0
20.0,15.0,8.0,0.0
15.0,1.0,9.0,0.4056331646612856
16.0,1.0,9.0,0.344820181663078
17.0,1.0,9.0,0.3057987020335848
18.0,1.0,9.0,0.28635400860505306
19.0,1.0,9.0,0.28460863631932937
20.0,1.0,9.0,0.2989015528694666
15.0,2.0,9.0,4.805783370072703
16.0,2.0,9.0,4.639814188462636
17.0,2.0,9.0,4.510340757416754
18.0,2.0,9.0,4.41243114427472
19.0,2.0,9.0,4.342129926117993
20.0,2.0,9.0,4.296294850652329
15.0,3.0,9.0,9.550012635142151
16.0,3.0,9.0,9.194099172129672
17.0,3.0,9.0,8.910348499023357
18.0,3.0,9.0,8.684756240707411
19.0,3.0,9.0,8.506473570896405
20.0,3.0,9.0,8.368418377917726
15.0,4.0,9.0,8.010303979156614
16.0,4.0,9.0,9.100625181396735
17.0,4.0,9.0,10.190980423673496
18.0,4.0,9.0,11.28113593125163
19.0,4.0,9.0,12.371501481564172
20.0,4.0,9.0,12.51676177239226
15.0,5.0,9.0,5.339013190341361
16.0,5.0,9.0,6.429438406152904
17.0,5.0,9.0,7.519685580398247
18.0,5.0,9.0,8.609951178160468
19.0,5.0,9.0,9.700412291059441
20.0,5.0,9.0,10.790712446991426
15.0,6.0,9.0,2.6678447663446567
16.0,6.0,9.0,3.758160613863061
17.0,6.0,9.0,4.8484991476786785
18.0,6.0,9.0,5.938848666367946
19.0,6.0,9.0,7.029033905629984
20.0,6.0,9.0,8.119422327380544
15.0,7.0,9.0,0.0
16.0,7.0,9.0,1.0869393914321397
17.0,7.0,9.0,2.177256267217495
18.0,7.0,9.0,3.2674953007981262
19.0,7.0,9.0,4.357953841220251
20.0,7.0,9.0,5.448238294792858
15.0,8.0,9.0,0.0
16.0,8.0,9.0,0.0
17.0,8.0,9.0,0.0
18.0,8.0,9.0,0.5963764816271335
19.0,8.0,9.0,1.6867085302874167
20.0,8.0,9.0,2.7769899792021175
15.0,9.0,9.0,0.0
16.0,9.0,9.0,0.0
17.0,9.0,9.0,0.0
18.0,9.0,9.0,0.0
19.0,9.0,9.0,0.0
20.0,9.0,9.0,0.10582334109831414
15.0,10.0,9.0,0.0
16.0,10.0,9.0,0.0
17.0,10.0,9.0,0.0
18.0,10.0,9.0,0.0
19.0,10.0,9.0,0.0
20.0,10.0,9.0,0.0
15.0,11.0,9.0,0.0
16.0,11.0,9.0,0.0
17.0,11.0,9.0,0.0
18.0,11.0,9.0,0.0
19.0,11.0,9.0,0.0
20.0,11.0,9.0,0.0
15.0,12.0,9.0,0.0
16.0,12.0,9.0,0.0
17.0,12.0,9.0,0.0
18.0,12.0,9.0,0.0
19.0,12.0,9.0,0.0
20.0,12.0,9.0,0.0
15.0,13.0,9.0,0.0
16.0,13.0,9.0,0.0
17.0,13.0,9.0,0.0
18.0,13.0,9.0,0.0
19.0,13.0,9.0,0.0
20.0,13.0,9.0,0.0
15.0,14.0,9.0,0.0
16.0,14.0,9.0,0.0
17.0,14.0,9.0,0.0
18.0,14.0,9.0,0.0
19.0,14.0,9.0,0.0
20.0,14.0,9.0,0.0
15.0,15.0,9.0,0.0
16.0,15.0,9.0,0.0
17.0,15.0,9.0,0.0
18.0,15.0,9.0,0.0
19.0,15.0,9.0,0.0
20.0,15.0,9.0,0.0
15.0,1.0,10.0,0.0
16.0,1.0,10.0,0.0
17.0,1.0,10.0,0.0
18.0,1.0,10.0,0.0
19.0,1.0,10.0,0.0
20.0,1.0,10.0,0.0
15.0,2.0,10.0,2.2121228281200316
16.0,2.0,10.0,2.0624927199752037
17.0,2.0,10.0,1.9458663709235002
18.0,2.0,10.0,1.858440769437124
19.0,2.0,10.0,1.7971336242165181
20.0,2.0,10.0,1.7592897332558162
15.0,3.0,10.0,3.009467141935918
16.0,3.0,10.0,4.099770642201835
17.0,3.0,10.0,5.190105576878229
18.0,3.0,10.0,5.542627083152247
19.0,3.0,10.0,5.428631231413869
20.0,3.0,10.0,5.340975705073927
15.0,4.0,10.0,0.3382477049316729
16.0,4.0,10.0,1.4285770862912601
17.0,4.0,10.0,2.518902656268556
18.0,4.0,10.0,3.6093162024525074
19.0,4.0,10.0,4.699572640276231
20.0,4.0,10.0,5.789853425185565
15.0,5.0,10.0,0.0
16.0,5.0,10.0,0.0
17.0,5.0,10.0,0.0
18.0,5.0,10.0,0.9380380874255223
19.0,5.0,10.0,2.0283103883320166
20.0,5.0,10.0,3.118640175481664
15.0,6.0,10.0,0.0
16.0,6.0,10.0,0.0
17.0,6.0,10.0,0.0
18.0,6.0,10.0,0.0
19.0,6.0,10.0,0.0
20.0,6.0,10.0,0.4474735558573652
15.0,7.0,10.0,0.0
16.0,7.0,10.0,0.0
17.0,7.0,10.0,0.0
18.0,7.0,10.0,0.0
19.0,7.0,10.0,0.0
20.0,7.0,10.0,0.0
15.0,8.0,10.0,0.0
16.0,8.0,10.0,0.0
17.0,8.0,10.0,0.0
18.0,8.0,10.0,0.0
19.0,8.0,10.0,0.0
20.0,8.0,10.0,0.0
15.0,9.0,10.0,0.0
16.0,9.0,10.0,0.0
17.0,9.0,10.0,0.0
18.0,9.0,10.0,0.0
19.0,9.0,10.0,0.0
20.0,9.0,10.0,0.0
15.0,10.0,10.0,0.0
16.0,10.0,10.0,0.0
17.0,10.0,10.0,0.0
18.0,10.0,10.0,0.0
19.0,10.0,10.0,0.0
20.0,10.0,10.0,0.0
15.0,11.0,10.0,0.0
16.0,11.0,10.0,0.0
17.0,11.0,10.0,0.0
18.0,11.0,10.0,0.0
19.0,11.0,10.0,0.0
20.0,11.0,10.0,0.0
15.0,12.0,10.0,0.0
16.0,12.0,10.0,0.0
17.0,12.0,10.0,0.0
18.0,12.0,10.0,0.0
19.0,12.0,10.0,0.0
20.0,12.0,10.0,0.0
15.0,13.0,10.0,0.0
16.0,13.0,10.0,0.0
17.0,13.0,10.0,0.0
18.0,13.0,10.0,0.0
19.0,13.0,10.0,0.0
20.0,13.0,10.0,0.0
15.0,14.0,10.0,0.0
16.0,14.0,10.0,0.0
17.0,14.0,10.0,0.0
18.0,14.0,10.0,0.0
19.0,14.0,10.0,0.0
20.0,14.0,10.0,0.0
15.0,15.0,10.0,0.0
16.0,15.0,10.0,0.0
17.0,15.0,10.0,0.0
18.0,15.0,10.0,0.0
19.0,15.0,10.0,0.0
20.0,15.0,10.0,0.0
21.0,1.0,0.0,4.677388715395827
22.0,1.0,0.0,4.6772356078915704
23.0,1.0,0.0,4.6772517177650785
24.0,1.0,0.0,4.677276103593582
25.0,1.0,0.0,4.677283890241439
21.0,2.0,0.0,9.354654564402056
22.0,2.0,0.0,9.354720019623421
23.0,2.0,0.0,9.35459112971425
24.0,2.0,0.0,9.354639940476929
25.0,2.0,0.0,9.354688703591295
21.0,3.0,0.0,14.031900074459633
22.0,3.0,0.0,14.0319984616809
23.0,3.0,0.0,14.031918793577802
24.0,3.0,0.0,14.032017075773744
25.0,3.0,0.0,14.031937476221124
21.0,4.0,0.0,18.708481356645926
22.0,4.0,0.0,18.710073228062793
23.0,4.0,0.0,18.709914329412857
24.0,4.0,0.0,18.70972224944277
25.0,4.0,0.0,18.70949703757393
21.0,5.0,0.0,23.38666004178679
22.0,5.0,0.0,23.38605661530106
23.0,5.0,0.0,23.387197571645387
24.0,5.0,0.0,23.386552732178995
25.0,5.0,0.0,23.385866802236908
21.0,6.0,0.0,26.617684970353185
22.0,6.0,0.0,27.97729607083168
23.0,6.0,0.0,28.063893603664347
24.0,6.0,0.0,28.064548998997125
25.0,6.0,0.0,28.06346710502805
21.0,7.0,0.0,26.296205305506888
22.0,7.0,0.0,27.65644352116892
23.0,7.0,0.0,29.01536581826521
24.0,7.0,0.0,30.374710363178615
25.0,7.0,0.0,31.732793058518638
21.0,8.0,0.0,25.975262339192636
22.0,8.0,0.0,27.33437344589051
23.0,8.0,0.0,28.693915418448444
24.0,8.0,0.0,30.05219450074435
25.0,8.0,0.0,31.412692721405516
21.0,9.0,0.0,25.65306647523124
22.0,9.0,0.0,27.012834738135016
23.0,9.0,0.0,28.373090411027853
24.0,9.0,0.0,29.73198276698418
25.0,9.0,0.0,31.091413856635437
21.0,10.0,0.0,25.333314110027
22.0,10.0,0.0,26.691933156684062
23.0,10.0,0.0,28.05104642286142
24.0,10.0,0.0,29.410600269217756
25.0,10.0,0.0,30.76884335338303
21.0,11.0,0.0,25.010560214886834
22.0,11.0,0.0,26.369823467428805
23.0,11.0,0.0,27.729536031624946
24.0,11.0,0.0,29.089794777969054
25.0,11.0,0.0,30.448639990775316
21.0,12.0,0.0,24.690219563043684
22.0,12.0,0.0,26.048312182144805
23.0,12.0,0.0,27.408667880574583
24.0,12.0,0.0,28.767716890854928
25.0,12.0,0.0,30.127265771065986
21.0,13.0,0.0,24.36868709736427
22.0,13.0,0.0,25.72736093611968
23.0,13.0,0.0,27.086590237971166
24.0,13.0,0.0,28.446227244284167
25.0,13.0,0.0,29.806418258758537
21.0,14.0,0.0,24.04777627005493
22.0,14.0,0.0,25.407071622846782
23.0,14.0,0.0,26.765066223965317
24.0,14.0,0.0,28.125384944241954
25.0,14.0,0.0,29.484349792591974
21.0,15.0,0.0,23.725678317815426
22.0,15.0,0.0,25.085589226200746
23.0,15.0,0.0,26.444201590972625
24.0,15.0,0.0,27.803281306135485
25.0,15.0,0.0,29.162926086128564
21.0,1.0,1.0,4.6772543741588155
22.0,1.0,1.0,4.677320992968862
23.0,1.0,1.0,4.677395932870673
24.0,1.0,1.0,4.677283226325532
25.0,1.0,1.0,4.6773413572618345
21.0,2.0,1.0,9.354587058667041
22.0,2.0,1.0,9.35455762268795
23.0,2.0,1.0,9.354707792207792
24.0,2.0,1.0,9.354678326360135
25.0,2.0,1.0,9.354648888952676
21.0,3.0,1.0,14.03189738677652
22.0,3.0,1.0,14.031993636545234
23.0,3.0,1.0,14.031884678410119
24.0,3.0,1.0,14.031930386005287
25.0,3.0,1.0,14.032001265099431
21.0,4.0,1.0,18.709151505533033
22.0,4.0,1.0,18.709159899415056
23.0,4.0,1.0,18.709168285221125
24.0,4.0,1.0,18.70917666296289
25.0,4.0,1.0,18.709151356206473
21.0,5.0,1.0,23.386213947909404
22.0,5.0,1.0,23.385815397948868
23.0,5.0,1.0,23.3872219394845
24.0,5.0,1.0,23.386823288333467
25.0,5.0,1.0,23.386382854433243
21.0,6.0,1.0,26.616630055983588
22.0,6.0,1.0,27.976568335422215
23.0,6.0,1.0,28.064397171325687
24.0,6.0,1.0,28.06355676492164
25.0,6.0,1.0,28.064523119821427
21.0,7.0,1.0,26.294326819560887
22.0,7.0,1.0,27.653083776253673
23.0,7.0,1.0,29.01416305438164
24.0,7.0,1.0,30.373886746285837
25.0,7.0,1.0,31.73230682401974
21.0,8.0,1.0,25.970866736377364
22.0,8.0,1.0,27.330247445614404
23.0,8.0,1.0,28.69009294944457
24.0,8.0,1.0,30.050449660013168
25.0,8.0,1.0,31.409504931120143
21.0,9.0,1.0,25.648019347389283
22.0,9.0,1.0,27.007967895777597
23.0,9.0,1.0,28.36661695166503
24.0,9.0,1.0,29.7275998939597
25.0,9.0,1.0,31.087283596825394
21.0,10.0,1.0,25.323925499867038
22.0,10.0,1.0,26.684531600726004
23.0,10.0,1.0,28.04379431882075
24.0,10.0,1.0,29.403580372878213
25.0,10.0,1.0,30.763833090344555
21.0,11.0,1.0,25.00050168840954
22.0,11.0,1.0,26.359840265494793
23.0,11.0,1.0,27.719708167553964
24.0,11.0,1.0,29.080104639554627
25.0,11.0,1.0,30.439152649154938
21.0,12.0,1.0,24.675882358315594
22.0,12.0,1.0,26.03581637032775
23.0,12.0,1.0,27.394459403952354
24.0,12.0,1.0,28.75541022852513
25.0,12.0,1.0,30.11512029998395
21.0,13.0,1.0,24.35006698830816
22.0,13.0,1.0,25.710590297151786
23.0,13.0,1.0,27.0697754364279
24.0,13.0,1.0,28.429548453600713
25.0,13.0,1.0,29.789807125293656
21.0,14.0,1.0,24.02305509316633
22.0,14.0,1.0,25.384115000870384
23.0,14.0,1.0,26.7439326145207
24.0,14.0,1.0,28.102414270336766
25.0,14.0,1.0,29.46326789396737
21.0,15.0,1.0,23.696682464454977
22.0,15.0,1.0,25.05648353947607
23.0,15.0,1.0,26.415045880984618
24.0,15.0,1.0,27.77594414006058
25.0,15.0,1.0,29.135555384496964
21.0,1.0,2.0,4.677300880541928
22.0,1.0,2.0,4.677246260160833
23.0,1.0,2.0,4.677364411877686
24.0,1.0,2.0,4.677292871411573
25.0,1.0,2.0,4.677410887710641
21.0,2.0,2.0,9.35472150564982
22.0,2.0,2.0,9.3546120281884
23.0,2.0,2.0,9.354684148054579
24.0,2.0,2.0,9.354557823129252
25.0,2.0,2.0,9.35461293820284
21.0,3.0,2.0,14.031978368109705
22.0,3.0,2.0,14.032021330578495
23.0,3.0,2.0,14.031882461374012
24.0,3.0,2.0,14.031899932042752
25.0,3.0,2.0,14.03191738602166
21.0,4.0,2.0,18.709184724265075
22.0,4.0,2.0,18.709397692203993
23.0,4.0,2.0,18.70961045771628
24.0,4.0,2.0,18.709788968868583
25.0,4.0,2.0,18.7099673098578
21.0,5.0,2.0,23.385941051363268
22.0,5.0,2.0,23.385794443684137
23.0,5.0,2.0,23.387429188416263
24.0,5.0,2.0,23.387239379670294
25.0,5.0,2.0,23.38704975146135
21.0,6.0,2.0,26.614954477547805
22.0,6.0,2.0,27.976795361996743
23.0,6.0,2.0,28.06398339763826
24.0,6.0,2.0,28.063441747679185
25.0,6.0,2.0,28.064725722378775
21.0,7.0,2.0,26.290195848588688
22.0,7.0,2.0,27.650748203177343
23.0,7.0,2.0,29.010010960638677
24.0,7.0,2.0,30.37164386568147
25.0,7.0,2.0,31.73198737155382
21.0,8.0,2.0,25.96239928379588
22.0,8.0,2.0,27.323536638587044
23.0,8.0,2.0,28.683386729030886
24.0,8.0,2.0,30.0437833183725
25.0,8.0,2.0,31.404668127859896
21.0,9.0,2.0,25.63523038815756
22.0,9.0,2.0,26.99510899610446
23.0,9.0,2.0,28.355488161960025
24.0,9.0,2.0,29.716468740366693
25.0,9.0,2.0,31.07794337193393
21.0,10.0,2.0,25.305016647310758
22.0,10.0,2.0,26.66541571925796
23.0,10.0,2.0,28.02641934084039
24.0,10.0,2.0,29.387926138713215
25.0,10.0,2.0,30.74814735890719
21.0,11.0,2.0,24.97543565986362
22.0,11.0,2.0,26.33639759060565
23.0,11.0,2.0,27.69612718338601
24.0,11.0,2.0,29.056367585876806
25.0,11.0,2.0,30.417166535412786
21.0,12.0,2.0,24.64280306807145
22.0,12.0,2.0,26.002524767824713
23.0,12.0,2.0,27.364611215542894
24.0,12.0,2.0,28.725416803419247
25.0,12.0,2.0,30.084943337320336
21.0,13.0,2.0,24.307154548228702
22.0,13.0,2.0,25.667379598084146
23.0,13.0,2.0,27.028175598147126
24.0,13.0,2.0,28.389541744926284
25.0,13.0,2.0,29.751422316243392
21.0,14.0,2.0,23.968390400047422
22.0,14.0,2.0,25.32915871273068
23.0,14.0,2.0,26.690503421906868
24.0,14.0,2.0,28.050573904679105
25.0,14.0,2.0,29.413015462726193
21.0,15.0,2.0,23.626590768671296
22.0,15.0,2.0,24.987899210156876
23.0,15.0,2.0,26.347935855918646
24.0,15.0,2.0,27.70850394459411
25.0,15.0,2.0,29.0696490048687
21.0,1.0,3.0,4.677402208936185
22.0,1.0,3.0,4.677389806910197
23.0,1.0,3.0,4.677368851843646
24.0,1.0,3.0,4.6773479166437895
25.0,1.0,3.0,4.677327001282387
21.0,2.0,3.0,9.354599461003533
22.0,2.0,3.0,9.354574713656064
23.0,2.0,3.0,9.354549989729142
24.0,2.0,3.0,9.354708610606979
25.0,2.0,3.0,9.35468384675711
21.0,3.0,3.0,14.032039188428822
22.0,3.0,3.0,14.03202773065535
23.0,3.0,3.0,14.032042061405683
24.0,3.0,3.0,14.03200484755006
25.0,3.0,3.0,14.03199342218764
21.0,4.0,3.0,18.708767225216132
22.0,4.0,3.0,18.709154838828447
23.0,4.0,3.0,18.709542087269487
24.0,4.0,3.0,18.709928971055064
25.0,4.0,3.0,18.708442789151785
21.0,5.0,3.0,23.380442261892682
22.0,5.0,3.0,23.38604397306447
23.0,5.0,3.0,23.386111351727926
24.0,5.0,3.0,23.386135586163956
25.0,5.0,3.0,23.386159797753265
21.0,6.0,3.0,26.612934518101344
22.0,6.0,3.0,27.97452059905034
23.0,6.0,3.0,28.042576129013202
24.0,6.0,3.0,28.025743312311107
25.0,6.0,3.0,28.018095942429376
21.0,7.0,3.0,26.28198959158443
22.0,7.0,3.0,27.644126270614244
23.0,7.0,3.0,29.004934925181058
24.0,7.0,3.0,30.366314108665243
25.0,7.0,3.0,31.728263017990304
21.0,8.0,3.0,25.948026092614317
22.0,8.0,3.0,27.310659680276295
23.0,8.0,3.0,28.672016356494538
24.0,8.0,3.0,30.033949006149328
25.0,8.0,3.0,31.396456820389474
21.0,9.0,3.0,25.614651372637848
22.0,9.0,3.0,26.97601740005085
23.0,9.0,3.0,28.337918126659012
24.0,9.0,3.0,29.70034522780956
25.0,9.0,3.0,31.06155231780225
21.0,10.0,3.0,25.276390787283702
22.0,10.0,3.0,26.638239656794045
23.0,10.0,3.0,28.000676282009596
24.0,10.0,3.0,29.36184278944006
25.0,10.0,3.0,30.725396295058843
21.0,11.0,3.0,24.935040745052387
22.0,11.0,3.0,26.297416802420294
23.0,11.0,3.0,27.660386136310773
24.0,11.0,3.0,29.022033904610268
25.0,11.0,3.0,30.38432649904439
21.0,12.0,3.0,24.59063798349679
22.0,12.0,3.0,25.953537983015888
23.0,12.0,3.0,27.31512200940885
24.0,12.0,3.0,28.677300723220174
25.0,12.0,3.0,30.040073293905582
21.0,13.0,3.0,24.241257787361587
22.0,13.0,3.0,25.602761243231836
23.0,13.0,3.0,26.964865773065007
24.0,13.0,3.0,28.32757053902808
25.0,13.0,3.0,29.689009582996057
21.0,14.0,3.0,23.88501057438566
22.0,14.0,3.0,25.24515581096906
23.0,14.0,3.0,26.607779269492116
24.0,14.0,3.0,27.96913956348331
25.0,14.0,3.0,29.331051759470807
21.0,15.0,3.0,23.51812034994123
22.0,15.0,3.0,24.878772662204803
23.0,15.0,3.0,26.240038954593555
24.0,15.0,3.0,27.601866706102363
25.0,15.0,3.0,28.964355879876507
21.0,1.0,4.0,4.677392172368642
22.0,1.0,4.0,4.677237825150126
23.0,1.0,4.0,4.677268648293598
24.0,1.0,4.0,4.677299442592997
25.0,1.0,4.0,4.677321561929268
21.0,2.0,4.0,9.354635859251962
22.0,2.0,4.0,9.35469755851553
23.0,2.0,4.0,9.354591212685046
24.0,2.0,4.0,9.354652875155828
25.0,2.0,4.0,9.35471447985751
21.0,3.0,4.0,13.995210199414004
22.0,3.0,4.0,14.027314022114181
23.0,3.0,4.0,14.031889814935125
24.0,3.0,4.0,14.032008490079445
25.0,3.0,4.0,14.031941606055998
21.0,4.0,4.0,18.544006401607845
22.0,4.0,4.0,18.551903217166156
23.0,4.0,4.0,18.56481249082022
24.0,4.0,4.0,18.58235554283633
25.0,4.0,4.0,18.613627456261415
21.0,5.0,4.0,23.22620809459727
22.0,5.0,4.0,23.19117066227485
23.0,5.0,4.0,23.171063265587346
24.0,5.0,4.0,23.162142442336616
25.0,5.0,4.0,23.164349487541557
21.0,6.0,4.0,26.605059273779517
22.0,6.0,4.0,27.969822671809432
23.0,6.0,4.0,27.98294500772175
24.0,6.0,4.0,27.899060026323735
25.0,6.0,4.0,27.837666100807418
21.0,7.0,4.0,26.267960119372624
22.0,7.0,4.0,27.631320730032055
23.0,7.0,4.0,28.99346712921708
24.0,7.0,4.0,30.358029809053257
25.0,7.0,4.0,31.721324173045083
21.0,8.0,4.0,25.92584268821192
22.0,8.0,4.0,27.289762314369526
23.0,8.0,4.0,28.652367614011652
24.0,8.0,4.0,30.015579149748735
25.0,8.0,4.0,31.379396078416715
21.0,9.0,4.0,25.580662467313704
22.0,9.0,4.0,26.945086098278033
23.0,9.0,4.0,28.30819860155063
24.0,9.0,4.0,29.671922942915263
25.0,9.0,4.0,31.03438591235478
21.0,10.0,4.0,25.230529899370975
22.0,10.0,4.0,26.593527111838917
23.0,10.0,4.0,27.9571426426201
24.0,10.0,4.0,29.321375635565396
25.0,10.0,4.0,30.68429235030577
21.0,11.0,4.0,24.875378474959962
22.0,11.0,4.0,26.236988718226517
23.0,11.0,4.0,27.601052829479222
24.0,11.0,4.0,28.963910212442094
25.0,11.0,4.0,30.327334609337875
21.0,12.0,4.0,24.50953598872154
22.0,12.0,4.0,25.871585903913612
23.0,12.0,4.0,27.234313389497945
24.0,12.0,4.0,28.597617555330952
25.0,12.0,4.0,29.961546276159446
21.0,13.0,4.0,24.131070050516108
22.0,13.0,4.0,25.493655361101936
23.0,13.0,4.0,26.854941071519505
24.0,13.0,4.0,28.21685961132068
25.0,13.0,4.0,29.57941010764885
21.0,14.0,4.0,23.7342998731322
22.0,14.0,4.0,25.095437880334124
23.0,14.0,4.0,26.455326294950915
24.0,14.0,4.0,27.815854961803232
25.0,14.0,4.0,29.175135741098273
21.0,15.0,4.0,23.30773673695473
22.0,15.0,4.0,24.618261730395396
23.0,15.0,4.0,25.71000985717502
24.0,15.0,4.0,26.800708028865795
25.0,15.0,4.0,27.890456946056403
21.0,1.0,5.0,4.609575417593664
22.0,1.0,5.0,4.641476474669848
23.0,1.0,5.0,4.673534893546223
24.0,1.0,5.0,4.677348530854394
25.0,1.0,5.0,4.677227767152761
21.0,2.0,5.0,9.102835370824673
22.0,2.0,5.0,9.133091557580343
23.0,2.0,5.0,9.164613276013151
24.0,2.0,5.0,9.1966844025056
25.0,2.0,5.0,9.228708628040055
21.0,3.0,5.0,13.594213997980228
22.0,3.0,5.0,13.615119488311967
23.0,3.0,5.0,13.642032380205805
24.0,3.0,5.0,13.67339364242681
25.0,3.0,5.0,13.707911062146701
21.0,4.0,5.0,18.159205850833818
22.0,4.0,5.0,18.140287445314733
23.0,4.0,5.0,18.135132546052542
24.0,4.0,5.0,18.141588766622792
25.0,4.0,5.0,18.158172772874586
21.0,5.0,5.0,22.9771640658395
22.0,5.0,5.0,22.86685501220607
23.0,5.0,5.0,22.784824415187625
24.0,5.0,5.0,22.727315465142738
25.0,5.0,5.0,22.688612838773825
21.0,6.0,5.0,26.58757850662945
22.0,6.0,5.0,27.95152831348241
23.0,6.0,5.0,27.870841797029573
24.0,6.0,5.0,27.662155188325656
25.0,6.0,5.0,27.498790444796278
21.0,7.0,5.0,26.238587914381732
22.0,7.0,5.0,27.603018035708892
23.0,7.0,5.0,28.966141999773527
24.0,7.0,5.0,30.331783951828324
25.0,7.0,5.0,31.696229072663744
21.0,8.0,5.0,25.88262004767851
22.0,8.0,5.0,27.245632415626858
23.0,8.0,5.0,28.60923396814895
24.0,8.0,5.0,29.97347279639049
25.0,8.0,5.0,31.33834802298725
21.0,9.0,5.0,25.515956710990338
22.0,9.0,5.0,26.881333459607916
23.0,9.0,5.0,28.24351750878468
24.0,9.0,5.0,29.608238682598014
25.0,9.0,5.0,30.971651878178925
21.0,10.0,5.0,25.140449438202246
22.0,10.0,5.0,26.50245389578484
23.0,10.0,5.0,27.86510973486903
24.0,10.0,5.0,29.228360664437723
25.0,10.0,5.0,30.590419536038038
21.0,11.0,5.0,24.744607968003283
22.0,11.0,5.0,26.10513115268053
23.0,11.0,5.0,27.466360260951312
24.0,11.0,5.0,28.82634901048835
25.0,11.0,5.0,30.186939295960656
21.0,12.0,5.0,23.871401345312826
