Ni,Ti,Al,Ni3Ti,Laves,FCC,T_Ni3Ti
19.0,4.0,4.0,18.5501010496121,0.0,5.081165656170546,838.15
20.0,4.0,4.0,18.542770170261488,0.0,6.295299889222979,840.15
15.0,5.0,4.0,18.76593422203614,3.3038511285728176,0.0,823.15
16.0,5.0,4.0,20.128498059825016,2.3295177492849284,0.0,825.15
17.0,5.0,4.0,21.489834904735496,1.355159297042627,0.0,828.15
18.0,5.0,4.0,22.853601812758743,0.38076892925537276,0.0,831.15
19.0,5.0,4.0,23.35044131886337,0.0,0.5448809437190185,833.15
20.0,5.0,4.0,23.27801781608445,0.0,1.8226894940299148,836.15
15.0,6.0,4.0,18.42927506875268,6.889121444658071,0.0,816.15
16.0,6.0,4.0,19.79199413182437,5.9145821170341755,0.0,819.15
17.0,6.0,4.0,21.153788604261432,4.9401858391189855,0.0,822.15
18.0,6.0,4.0,22.518059315316393,3.9657583416837414,0.0,825.15
19.0,6.0,4.0,23.88102094167462,2.9912940785158635,0.0,828.15
20.0,6.0,4.0,25.24276196719842,2.0166193189777384,0.0,831.15
15.0,7.0,4.0,18.090536121444856,10.47604404176167,0.0,808.15
16.0,7.0,4.0,19.45239420570171,9.501667107105307,0.0,812.15
17.0,7.0,4.0,20.816551331382563,8.527067886085957,0.0,815.15
18.0,7.0,4.0,22.17944660923167,7.552621181792819,0.0,819.15
19.0,7.0,4.0,23.541037729669227,6.577940149840633,0.0,822.15
20.0,7.0,4.0,24.90515351287443,5.6032386240337635,0.0,825.15
15.0,8.0,4.0,17.74873888661436,14.065311212359099,0.0,799.15
16.0,8.0,4.0,19.11164006067068,13.090750724594152,0.0,803.15
17.0,8.0,4.0,20.474408865238914,12.116339373834336,0.0,807.15
18.0,8.0,4.0,21.83775470972703,11.14168096698268,0.0,811.15
19.0,8.0,4.0,23.199881526138295,10.167006904101783,0.0,815.15
20.0,8.0,4.0,24.56258033569547,9.19227728040952,0.0,818.15
15.0,9.0,4.0,17.403122137304063,17.65743769550979,0.0,789.15
16.0,9.0,4.0,18.766122421352666,16.682898764355066,0.0,794.15
17.0,9.0,4.0,20.129183087051057,15.708129664187867,0.0,798.15
18.0,9.0,4.0,21.49113662021305,14.733478723943804,0.0,803.15
19.0,9.0,4.0,22.855587161217038,13.758789346701588,0.0,807.15
20.0,9.0,4.0,24.218777857224627,12.784061585696566,0.0,811.15
15.0,10.0,4.0,17.053140460678772,21.25354665380514,0.0,777.15
16.0,10.0,4.0,18.416047425173158,20.27772651433263,0.0,783.15
17.0,10.0,4.0,19.778982854324816,19.302766384764087,0.0,788.15
18.0,10.0,4.0,21.14141436946395,18.32889320359124,0.0,793.15
19.0,10.0,4.0,22.504470993547855,17.354224924355115,0.0,798.15
20.0,10.0,4.0,23.868151862948913,16.37951451675357,0.0,802.15
15.0,11.0,4.0,16.697235934362876,24.851682441918392,0.0,763.15
16.0,11.0,4.0,18.059854353275355,23.87836744393959,0.0,769.15
17.0,11.0,4.0,19.421941779420884,22.904015790932277,0.0,776.15
18.0,11.0,4.0,20.784810317406478,21.928634421002645,0.0,782.15
19.0,11.0,4.0,22.148346266857533,20.954192722067354,0.0,787.15
20.0,11.0,4.0,23.51058522304745,19.978726007925975,0.0,792.15
15.0,12.0,4.0,16.33352737059353,28.457328182526066,0.0,746.15
16.0,12.0,4.0,17.69600888635329,27.482709959932066,0.0,754.15
17.0,12.0,4.0,19.05799537003818,26.508986128996924,0.0,762.15
18.0,12.0,4.0,20.42133633299235,25.534219893627863,0.0,768.15
19.0,12.0,4.0,21.78346328202671,24.560397373231638,0.0,775.15
20.0,12.0,4.0,23.146183943808044,23.58553717060293,0.0,781.15
15.0,13.0,4.0,15.959649879986978,32.070357161786646,0.0,726.15
16.0,13.0,4.0,17.321453573955857,31.096386499608336,0.0,736.15
17.0,13.0,4.0,18.68352371586353,30.123307360617297,0.0,745.15
18.0,13.0,4.0,20.045254941843428,29.149173067071455,0.0,753.15
19.0,13.0,4.0,21.407814135581564,28.175933308896056,0.0,760.15
20.0,13.0,4.0,22.769122682435327,27.201698241134377,0.0,767.15
15.0,14.0,4.0,15.570912607001677,35.69471698470931,0.0,702.15
16.0,14.0,4.0,16.931628029494757,34.721340491617184,0.0,714.15
17.0,14.0,4.0,18.29245654710491,33.748920307314634,0.0,724.15
18.0,14.0,4.0,19.652763314841813,32.77543215252665,0.0,734.15
19.0,14.0,4.0,21.013905815916367,31.80283566610902,0.0,743.15
20.0,14.0,4.0,22.373759824460187,30.829179710775456,0.0,751.15
15.0,15.0,4.0,15.159755268524814,39.33401440892639,0.0,672.15
16.0,15.0,4.0,16.518492648873128,38.363278150849,0.0,686.15
17.0,15.0,4.0,17.877097091817667,37.39145777168995,0.0,700.15
18.0,15.0,4.0,19.236166420146393,36.42052565707134,0.0,712.15
19.0,15.0,4.0,20.593955062909654,35.44851795550265,0.0,723.15
20.0,15.0,4.0,21.95054023792067,34.47746687810118,0.0,733.15
15.0,1.0,5.0,4.436634649844544,0.0,13.622128946672197,788.15
16.0,1.0,5.0,4.458593947805213,0.0,14.828346102270276,783.15
17.0,1.0,5.0,4.4825866729653825,0.0,16.041669009939223,778.15
18.0,1.0,5.0,4.513490066312028,0.0,3.949678558111559,
19.0,1.0,5.0,4.545488597884391,0.0,8.677631776093016,
20.0,1.0,5.0,4.5774575379598375,0.0,13.405518333604775,
15.0,2.0,5.0,8.992415016613295,0.0,9.292356381459262,802.15
16.0,2.0,5.0,8.99616604896412,0.0,10.492177124405229,805.15
17.0,2.0,5.0,9.0075948891747,0.0,11.68711685239253,808.15
18.0,2.0,5.0,9.02520639365214,0.0,12.879827190475208,811.15
19.0,2.0,5.0,9.047661924485263,0.0,14.072535866498589,814.15
20.0,2.0,5.0,9.074051157436054,0.0,15.268105914867608,817.15
15.0,3.0,5.0,13.676140352858576,0.0,4.890063452803801,794.15
16.0,3.0,5.0,13.629385180976323,0.0,6.138971149902353,797.15
17.0,3.0,5.0,13.598281902619835,0.0,7.370366957466936,801.15
18.0,3.0,5.0,13.58090365171232,0.0,8.587078498562962,804.15
19.0,3.0,5.0,13.575591554217818,0.0,9.792162211926152,808.15
20.0,3.0,5.0,13.580587731554514,0.0,10.987853247397124,811.15
15.0,4.0,5.0,18.695491514303704,0.0,0.11061192786121238,785.15
16.0,4.0,5.0,18.539910226017874,0.0,1.4883184526613726,789.15
17.0,4.0,5.0,18.41592736998738,0.0,2.827786253790661,793.15
18.0,4.0,5.0,18.319322984816107,0.0,4.134386384388739,797.15
19.0,4.0,5.0,18.246142265713207,0.0,5.4130598419269855,800.15
20.0,4.0,5.0,18.193719493270883,0.0,6.667795239304423,804.15
15.0,5.0,5.0,18.749586940717734,3.31523740287206,0.0,775.15
16.0,5.0,5.0,20.11407475633602,2.3400046807643236,0.0,779.15
17.0,5.0,5.0,21.476327744155512,1.3646448029701628,0.0,784.15
18.0,5.0,5.0,22.84109851484775,0.38925847984975,0.0,788.15
19.0,5.0,5.0,23.29990952955368,0.0,0.5942965922798552,792.15
20.0,5.0,5.0,23.1196449160142,0.0,2.0016804696272072,796.15
15.0,6.0,5.0,18.403936824705767,6.907220979251102,0.0,763.15
16.0,6.0,5.0,19.767747399303964,5.931836527137411,0.0,769.15
17.0,6.0,5.0,21.132349273292064,4.956578917533955,0.0,774.15
18.0,6.0,5.0,22.495698601833123,3.9810832913108927,0.0,779.15
19.0,6.0,5.0,23.859684891320352,3.005538754289986,0.0,783.15
20.0,6.0,5.0,25.22425966948823,2.029941543419767,0.0,788.15
15.0,7.0,5.0,18.053905996942714,10.502368734597542,0.0,750.15
16.0,7.0,5.0,19.418321307328636,9.527019223305015,0.0,756.15
17.0,7.0,5.0,20.78148685756894,8.551616853045877,0.0,762.15
18.0,7.0,5.0,22.145295992584817,7.57635085927229,0.0,768.15
19.0,7.0,5.0,23.509703377652734,6.6008304215637335,0.0,773.15
20.0,7.0,5.0,24.8747944739478,5.62527167236785,0.0,778.15
15.0,8.0,5.0,17.698305792179703,14.101766301770096,0.0,734.15
16.0,8.0,5.0,19.062031247925876,13.126480332087437,0.0,742.15
17.0,8.0,5.0,20.425648063202747,12.15113766462208,0.0,749.15
18.0,8.0,5.0,21.78987294766717,11.175906664090002,0.0,755.15
19.0,8.0,5.0,23.152891270795656,10.200452604368863,0.0,761.15
20.0,8.0,5.0,24.518405366678213,9.224924616266986,0.0,767.15
15.0,9.0,5.0,17.335248725447162,17.706545966560448,0.0,716.15
16.0,9.0,5.0,18.698623372282075,16.731496816738336,0.0,725.15
17.0,9.0,5.0,20.06287684340021,15.756420576219188,0.0,733.15
18.0,9.0,5.0,21.425657276772583,14.781255633462054,0.0,741.15
19.0,9.0,5.0,22.78908855026118,13.806033845068338,0.0,748.15
20.0,9.0,5.0,24.153169771758236,12.830755288956466,0.0,754.15
15.0,10.0,5.0,16.96200700747375,21.319315848271636,0.0,695.15
16.0,10.0,5.0,18.32506149189905,20.34321325371567,0.0,705.15
17.0,10.0,5.0,19.68744236279731,19.36990296984897,0.0,715.15
18.0,10.0,5.0,21.05067099488938,18.394629760205564,0.0,724.15
19.0,10.0,5.0,22.41455625865551,17.419865919198177,0.0,732.15
20.0,10.0,5.0,23.777153273583473,16.44519975694972,0.0,739.15
15.0,11.0,5.0,16.57453613867614,24.94195776736597,0.0,670.15
16.0,11.0,5.0,17.93631408174036,23.966528025728913,0.0,682.15
17.0,11.0,5.0,19.297423709188415,22.993890640949466,0.0,693.15
18.0,11.0,5.0,20.65919841624868,22.0202347073772,0.0,704.15
19.0,11.0,5.0,22.021595395519196,21.045521571612046,0.0,714.15
20.0,11.0,5.0,23.38279315499397,20.07173639347754,0.0,722.15
15.0,12.0,5.0,16.165552053363978,28.579665100544293,0.0,639.15
16.0,12.0,5.0,17.525289244843396,27.606829288771596,0.0,654.15
17.0,12.0,5.0,18.884518841221038,26.63482593137966,0.0,668.15
18.0,12.0,5.0,20.243501603389046,25.661850779960115,0.0,680.15
19.0,12.0,5.0,21.602544435191415,24.689711159345446,0.0,692.15
20.0,12.0,5.0,22.779394733634035,23.781314762891622,0.19470772887967816,702.15
15.0,13.0,5.0,14.657264194056022,32.60717843601035,1.1535365394286239,603.15
16.0,13.0,5.0,15.747647743496534,31.72655531792493,1.4419528268169663,621.15
17.0,13.0,5.0,16.83783608236,30.84870228365982,1.7303776043159147,637.15
18.0,13.0,5.0,17.928340105710184,29.96967706455654,2.0187284225963156,652.15
19.0,13.0,5.0,19.01861684868705,29.08954181251837,2.3071608256001714,666.15
20.0,13.0,5.0,20.109811283319214,28.210205810306544,2.5957128576116237,679.15
15.0,14.0,5.0,11.986134783691135,37.035831242698734,3.554397992990789,560.15
16.0,14.0,5.0,13.076419489822092,36.15770109837942,3.842796598813949,581.15
17.0,14.0,5.0,14.166649127607181,35.27838314107335,4.131309517203904,600.15
18.0,14.0,5.0,15.25703794369645,34.39794981640147,4.4197521419828645,618.15
19.0,14.0,5.0,16.347394559916808,33.520225876811494,4.708124568691133,635.15
20.0,14.0,5.0,17.437685700910468,32.64132376685041,4.996608420670482,650.15
15.0,15.0,5.0,9.314904537764836,41.46670809693147,5.955408759432099,509.15
16.0,15.0,5.0,10.405219385192314,40.58712331813633,6.2437451351050814,534.15
17.0,15.0,5.0,11.49550619933695,39.70833413180538,6.532203974474446,556.15
18.0,15.0,5.0,12.585740910649399,38.82834961796092,6.820580500203997,578.15
19.0,15.0,5.0,13.676161155497862,37.9492363628009,7.10909184898421,597.15
20.0,15.0,5.0,14.766525050713822,37.07084625100471,7.397519807096107,616.15
15.0,1.0,6.0,3.931663137862208,0.0,14.100306503678231,709.15
16.0,1.0,6.0,3.9490037968639866,0.0,15.28010397799183,700.15
17.0,1.0,6.0,3.9740855910280546,0.0,16.453680171803214,693.15
18.0,1.0,6.0,4.005580289539039,0.0,17.62296323217639,687.15
19.0,1.0,6.0,4.042533063402266,0.0,18.79004030045598,683.15
20.0,1.0,6.0,4.083793990994246,0.0,19.957524306271313,681.15
15.0,2.0,6.0,8.482253884780773,0.0,9.865112437943178,752.15
16.0,2.0,6.0,8.455034005343697,0.0,11.08949933203789,758.15
17.0,2.0,6.0,8.44206465269519,0.0,12.297972182232364,763.15
18.0,2.0,6.0,8.441619996284064,0.0,13.49244868785761,767.15
19.0,2.0,6.0,8.452545864214258,0.0,14.6752220489332,772.15
20.0,2.0,6.0,8.473295311407904,0.0,15.848551258568666,776.15
15.0,3.0,6.0,13.282335917430583,0.0,5.352446906213813,740.15
16.0,3.0,6.0,13.166422439271006,0.0,6.681757448935569,746.15
17.0,3.0,6.0,13.07699614354376,0.0,7.9790649518417895,751.15
18.0,3.0,6.0,13.0106526403737,0.0,9.248808461348576,757.15
19.0,3.0,6.0,12.964653586931146,0.0,10.49440944747386,762.15
20.0,3.0,6.0,12.9365296179939,0.0,11.718761857062637,766.15
15.0,4.0,6.0,18.682999198228103,0.0,0.11870794744489961,726.15
16.0,4.0,6.0,18.364596460102867,0.0,1.6924538286701971,732.15
17.0,4.0,6.0,18.109463149182307,0.0,3.189900392910487,739.15
18.0,4.0,6.0,17.905116915966946,0.0,4.625859396544346,745.15
19.0,4.0,6.0,17.742968757425697,0.0,6.010892604244884,750.15
20.0,4.0,6.0,17.61593053193612,0.0,7.3534301756652765,756.15
15.0,5.0,6.0,18.710921555088447,3.3421965185611886,0.0,709.15
16.0,5.0,6.0,20.07607172476907,2.3664216737686012,0.0,717.15
17.0,5.0,6.0,21.43902550577043,1.3904684951138078,0.0,724.15
18.0,5.0,6.0,22.80454795679098,0.4145277085162758,0.0,731.15
19.0,5.0,6.0,23.20542551530591,0.0,0.7071295566446189,738.15
20.0,5.0,6.0,22.83518662660026,0.0,2.3421338596013785,744.15
15.0,6.0,6.0,18.34791928153459,6.946808571608695,0.0,690.15
16.0,6.0,6.0,19.712156307107108,5.97112397290748,0.0,699.15
17.0,6.0,6.0,21.075535620556376,4.995562341938255,0.0,708.15
18.0,6.0,6.0,22.439584633024463,4.019741950500131,0.0,716.15
19.0,6.0,6.0,23.804302432680334,3.044044538435281,0.0,723.15
20.0,6.0,6.0,25.169640134187254,2.0682753888380603,0.0,730.15
15.0,7.0,6.0,17.97452902030867,10.558823191755607,0.0,668.15
16.0,7.0,6.0,19.33746564640227,9.583625789152581,0.0,679.15
17.0,7.0,6.0,20.701270101011644,8.608356209425203,0.0,689.15
18.0,7.0,6.0,22.06575012658954,7.633205629173872,0.0,698.15
19.0,7.0,6.0,23.4289501378005,6.657970178558127,0.0,707.15
20.0,7.0,6.0,24.79282044820654,5.682666407035991,0.0,715.15
15.0,8.0,6.0,17.58706529633725,14.180916444527913,0.0,643.15
16.0,8.0,6.0,18.94927182280862,13.206603876588188,0.0,655.15
17.0,8.0,6.0,20.312314520174464,12.232191064802581,0.0,667.15
18.0,8.0,6.0,21.673355265046474,11.25789666067659,0.0,677.15
19.0,8.0,6.0,23.035074832430446,10.283720503167753,0.0,687.15
20.0,8.0,6.0,24.397472299500006,9.30966243152551,0.0,697.15
15.0,9.0,6.0,17.178524061872015,17.818049906815787,0.0,613.15
16.0,9.0,6.0,18.538619886541312,16.845180883535065,0.0,627.15
17.0,9.0,6.0,19.851116625310173,15.888947269512657,0.05106024752532207,641.15
18.0,9.0,6.0,20.940431420805876,15.009832898232379,0.3394745820539065,653.15
19.0,9.0,6.0,22.030634824841222,14.130720081233056,0.6278893774367522,665.15
20.0,9.0,6.0,23.121807920856547,13.25166462079967,0.9163122305822967,676.15
15.0,10.0,6.0,14.998923499242606,22.075954817725354,1.8751489800155323,578.15
16.0,10.0,6.0,16.089332446900496,21.197529772998898,2.163562230275268,595.15
17.0,10.0,6.0,17.17949653621371,20.317934673009738,2.452018829476466,611.15
18.0,10.0,6.0,18.269985736472204,19.439095888149367,2.740401874415685,625.15
19.0,10.0,6.0,19.359332545323365,18.560513025190733,3.028721428242482,639.15
20.0,10.0,6.0,20.451494111780278,17.681537458283785,3.3171583106371556,652.15
15.0,11.0,6.0,12.327733260428419,26.50761073396509,4.276104259161568,538.15
16.0,11.0,6.0,13.417931501655978,25.627702628585947,4.564375241757164,557.15
17.0,11.0,6.0,14.508326168039131,24.748637632317497,4.85297201014875,575.15
18.0,11.0,6.0,15.598701021532355,23.870363640908206,5.141309091887922,592.15
19.0,11.0,6.0,16.689024015251682,22.990913563543554,5.429760769964023,608.15
20.0,11.0,6.0,17.779323089453698,22.1103365343056,5.718144114827757,623.15
15.0,12.0,6.0,9.656457049418044,30.935448788652437,6.676873712870905,491.15
16.0,12.0,6.0,10.746893485136722,30.058073083809887,6.965300706012964,513.15
17.0,12.0,6.0,11.837098772210695,29.17757574706731,7.253840092628448,534.15
18.0,12.0,6.0,12.927476954421074,28.299797611001026,7.542119442245959,553.15
19.0,12.0,6.0,14.017835316853086,27.420885375463637,7.830524068823612,572.15
20.0,12.0,6.0,15.108173886275528,26.540840572181658,8.119053803161043,589.15
15.0,13.0,6.0,6.985376480312709,35.365278990181466,9.077899404398643,438.15
16.0,13.0,6.0,8.075609666640284,34.48648627779525,9.366271000272185,463.15
17.0,13.0,6.0,9.166037961567627,33.608548588452535,9.654787838560107,486.15
18.0,13.0,6.0,10.256242116591514,32.72940477614013,9.943220172268145,508.15
19.0,13.0,6.0,11.346601687204084,31.849061550562148,10.23156644715535,530.15
20.0,13.0,6.0,12.436965398170576,30.971498821684097,10.519865654644569,550.15
15.0,14.0,6.0,4.314136611747047,39.79512493278504,11.478767809546651,379.15
16.0,14.0,6.0,5.404365562709047,38.91692283896913,11.767298880575373,406.15
17.0,14.0,6.0,6.494776428027564,38.03757570604218,12.055571230351212,431.15
18.0,14.0,6.0,7.58496798307884,37.158944938622156,12.343947691208143,456.15
19.0,14.0,6.0,8.675353862609981,36.27924398612159,12.632475232996153,480.15
20.0,14.0,6.0,9.76570943337965,35.4002624671916,12.920912459471978,503.15
15.0,15.0,6.0,1.642861432420966,44.22484952625227,13.879617127370434,314.15
16.0,15.0,6.0,2.7331662903681786,43.34726218645557,14.168122160818228,342.15
17.0,15.0,6.0,3.823553320713962,42.46844189476373,14.456534782625525,370.15
18.0,15.0,6.0,4.913938366831303,41.5885563274695,14.744910494740731,397.15
19.0,15.0,6.0,6.004111159884672,40.70937812422046,15.03338625372006,424.15
20.0,15.0,6.0,7.094465953173895,39.83098842007805,15.321796579177787,449.15
15.0,1.0,7.0,3.137558995567554,0.0,15.02206649626162,555.15
16.0,1.0,7.0,3.132888438933555,0.0,16.21829553261974,542.15
17.0,1.0,7.0,3.141032753205116,0.0,17.39982936655202,532.15
18.0,1.0,7.0,3.16045086473102,0.0,18.568819969598177,526.15
19.0,1.0,7.0,3.189974638449792,0.0,19.727349001305345,523.15
20.0,1.0,7.0,3.2288383288440596,0.0,20.87607694805815,522.15
15.0,2.0,7.0,7.705288672663781,0.0,10.793655663859873,687.15
16.0,2.0,7.0,7.630882350122387,0.0,12.072247172274198,695.15
17.0,2.0,7.0,7.578193104637462,0.0,13.324775598961578,703.15
18.0,2.0,7.0,7.544495980328697,0.0,14.554312481088969,710.15
19.0,2.0,7.0,7.528071391108269,0.0,15.763430815936664,717.15
20.0,2.0,7.0,7.526953726645684,0.0,16.954396303488917,723.15
15.0,3.0,7.0,12.646927769156308,0.0,6.118341195089347,667.15
16.0,3.0,7.0,12.434656238541445,0.0,7.563078447069394,677.15
17.0,3.0,7.0,12.265343912805701,0.0,8.956220557053355,685.15
18.0,3.0,7.0,12.13224364224324,0.0,10.305713206143036,694.15
19.0,3.0,7.0,12.03015302738082,0.0,11.617581086107139,701.15
20.0,3.0,7.0,11.95493663803098,0.0,12.89698242574874,709.15
15.0,4.0,7.0,18.63989781825037,0.0,0.1933412585744569,645.15
16.0,4.0,7.0,18.019504241557264,0.0,2.1219322735208386,656.15
17.0,4.0,7.0,17.55434563265024,0.0,3.867375707968259,666.15
18.0,4.0,7.0,17.193533143026194,0.0,5.489259684725354,675.15
19.0,4.0,7.0,16.909467604460087,0.0,7.019817702482925,684.15
20.0,4.0,7.0,16.68496368745106,0.0,8.478749865651245,692.15
15.0,5.0,7.0,18.604422661226,3.416600199593877,0.0,620.15
16.0,5.0,7.0,19.967725038899413,2.441997504275084,0.0,632.15
17.0,5.0,7.0,21.32922186163435,1.4674643229738105,0.0,643.15
18.0,5.0,7.0,22.691416741701875,0.49294284241066966,0.0,654.15
19.0,5.0,7.0,22.94082578511125,0.0,1.0629242870055193,664.15
20.0,5.0,7.0,22.226921043779136,0.0,3.0978903359123455,674.15
15.0,6.0,7.0,18.01170087139075,7.117772820944252,0.19583137161072217,591.15
16.0,6.0,7.0,19.10219196312333,6.238753290837729,0.4842377310819021,605.15
17.0,6.0,7.0,20.192050030941612,5.359549197156842,0.7726534019382363,618.15
18.0,6.0,7.0,21.28327860765543,4.480568530422852,1.061080793599408,630.15
19.0,6.0,7.0,22.373484647120687,3.6014068175952354,1.3494970973793592,642.15
20.0,6.0,7.0,23.46270840552924,2.72226714412229,1.6379038157945398,653.15
15.0,7.0,7.0,15.340523680411552,11.547522190421159,2.5967575799154705,557.15
16.0,7.0,7.0,16.430809409564873,10.668436079013146,2.8851465946539023,573.15
17.0,7.0,7.0,17.521306461640645,9.789387509219607,3.1734753377947857,588.15
18.0,7.0,7.0,18.611563038573696,8.91033694810972,3.461925191691225,602.15
19.0,7.0,7.0,19.701611160838294,8.031112071360228,3.7503086515015895,616.15
20.0,7.0,7.0,20.791836750434328,7.152098754957898,4.038818627233584,628.15
15.0,8.0,7.0,12.669333813342314,15.97733118877708,4.99770640870055,520.15
16.0,8.0,7.0,13.759653928897556,15.098241785454489,5.286058101561653,537.15
17.0,8.0,7.0,14.849938118811881,14.21913675742574,5.574528155940593,554.15
18.0,8.0,7.0,15.940404212219148,13.340047008613093,5.862932780775951,571.15
19.0,8.0,7.0,17.030665553803825,12.460972518470431,6.151272064051439,586.15
20.0,8.0,7.0,18.121073661158285,11.581890899680774,6.439726776061813,600.15
15.0,9.0,7.0,9.998197195767093,20.40658081699986,7.398475951948483,477.15
16.0,9.0,7.0,11.08848388084341,19.527450425697644,7.686971753207748,497.15
17.0,9.0,7.0,12.178763375780758,18.648912990848785,7.975403089139592,516.15
18.0,9.0,7.0,13.269035690225262,17.76980617783938,8.263770046229258,534.15
19.0,9.0,7.0,14.359466551080907,16.890678576127925,8.552249665239904,551.15
20.0,9.0,7.0,15.44972235062928,16.011597252712182,8.840680903409739,568.15
15.0,10.0,7.0,7.326951041701046,24.837352520332146,9.799425710241888,429.15
16.0,10.0,7.0,8.417216345398126,23.956871808903923,10.08789037863307,451.15
17.0,10.0,7.0,9.507654229029432,23.079071716207725,10.37627150206001,472.15
18.0,10.0,7.0,10.59791143977261,22.20016209026644,10.664802757861183,492.15
19.0,10.0,7.0,11.688336857282948,21.32005666743541,10.953055564707274,512.15
20.0,10.0,7.0,12.778561244730968,20.440738904041655,11.241631539796678,530.15
15.0,11.0,7.0,4.655811403082357,29.26604469921172,12.200310335574645,377.15
16.0,11.0,7.0,5.746038471480688,28.388119981885712,12.488751455265291,400.15
17.0,11.0,7.0,6.8364478446442,27.508980244433605,12.77729965166948,423.15
18.0,11.0,7.0,7.926659947841723,26.62868394530954,13.065590101190164,445.15
19.0,11.0,7.0,9.017063243277866,25.75111461351977,13.354011347027663,467.15
20.0,11.0,7.0,10.107463462616721,24.870448226823765,13.64256321408685,487.15
15.0,12.0,7.0,1.9844399653355924,33.69653063807827,14.601310626198893,320.15
16.0,12.0,7.0,3.0748028124051046,32.817232599606015,14.889707313654805,344.15
17.0,12.0,7.0,4.165166853778459,31.93871813181361,15.178041571894706,368.15
18.0,12.0,7.0,5.255532087859941,31.059041351116925,15.466507967995769,392.15
19.0,12.0,7.0,6.34589851305668,30.180147780665656,15.754911928399665,416.15
20.0,12.0,7.0,7.43605736814595,29.300036336008983,16.04341667298175,439.15
15.0,13.0,7.0,0.0,37.81279865811082,16.37280333911958,
16.0,13.0,7.0,0.40363474019327833,37.24614427836448,17.29055501726326,
17.0,13.0,7.0,1.4939581072048673,36.36827777312259,17.579072699530567,309.15
18.0,13.0,7.0,2.5843648652596927,35.48924317533283,17.867528900748937,334.15
19.0,13.0,7.0,3.674672523090821,34.608974658505055,18.155888354126752,359.15
20.0,13.0,7.0,4.764981424648684,33.73143681169517,18.444380007511878,384.15
15.0,14.0,7.0,0.0,40.99209263802722,16.363433920395053,
16.0,14.0,7.0,0.0,40.612625840564206,17.646381180733993,1473.15
17.0,14.0,7.0,0.0,40.24138193499784,18.921978285774507,
18.0,14.0,7.0,0.0,39.87624143843968,20.190748930475547,
19.0,14.0,7.0,1.0033948276164644,39.03954262448839,20.556158950469833,298.15
20.0,14.0,7.0,2.093679590229755,38.160633678186905,20.84519011125231,324.15
15.0,15.0,7.0,0.0,44.10651297371217,16.421826121150584,1473.15
16.0,15.0,7.0,0.0,43.72916157418724,17.700513321926177,1473.15
17.0,15.0,7.0,0.0,43.35987740470131,18.971387914824415,
18.0,15.0,7.0,0.0,43.00060566985132,20.235234355156983,
19.0,15.0,7.0,0.0,42.64954878070215,21.48979508140695,
20.0,15.0,7.0,0.0,42.3046591343864,22.739339897400658,
15.0,1.0,8.0,1.9989905455501815,0.0,16.39241864899412,387.15
16.0,1.0,8.0,1.9648473063325493,0.0,17.62196453803376,381.15
17.0,1.0,8.0,1.9481234603680626,0.0,18.830314447181568,377.15
18.0,1.0,8.0,1.9472468559775051,0.0,20.01900318264685,374.15
19.0,1.0,8.0,1.9606594085398812,0.0,21.19141379044089,373.15
20.0,1.0,8.0,1.987176642425903,0.0,22.349225215282292,373.15
15.0,2.0,8.0,6.5469596138798725,0.0,12.195051092741654,600.15
16.0,2.0,8.0,6.418970587381207,0.0,13.537780685978237,612.15
17.0,2.0,8.0,6.321089520064708,0.0,14.844478673627748,623.15
18.0,2.0,8.0,6.249395562948492,0.0,16.11922399953579,634.341
19.0,2.0,8.0,6.200772559072928,0.0,17.36595249419034,629.15
20.0,2.0,8.0,6.173063767454983,0.0,18.587600536452076,624.15
15.0,3.0,8.0,11.557023754563337,0.0,7.446626914079323,572.15
16.0,3.0,8.0,11.237355866083183,0.0,9.017882591085268,585.15
17.0,3.0,8.0,10.983092498992217,0.0,10.51137244565723,598.15
18.0,3.0,8.0,10.781554197379,0.0,11.942310858847573,610.15
19.0,3.0,8.0,10.623182288177274,0.0,13.321431475894869,621.15
20.0,3.0,8.0,10.501318035604381,0.0,14.656710756022125,632.15
15.0,4.0,8.0,15.68214138619709,1.0181220518638825,3.3184258993029383,540.15
16.0,4.0,8.0,16.772499718425827,0.1390432692120972,3.606673890500658,555.15
17.0,4.0,8.0,16.357396853988416,0.0,5.344803490737434,569.15
18.0,4.0,8.0,15.836343811478748,0.0,7.149869427381835,583.15
19.0,4.0,8.0,15.439840357759966,0.0,8.809218602432257,596.15
20.0,4.0,8.0,15.131696272805515,0.0,10.365120841119321,608.15
15.0,5.0,8.0,13.010950609404915,5.447869806827203,5.719300157215573,505.15
16.0,5.0,8.0,14.101284976068365,4.568890237332571,6.007705577694667,521.15
17.0,5.0,8.0,15.191620561350852,3.6897212685798264,6.296048615674123,537.15
18.0,5.0,8.0,16.28192572556701,2.8105520060936744,6.584510873789426,552.15
19.0,5.0,8.0,17.37222789796101,1.9315661283994547,6.872909634037859,567.15
20.0,5.0,8.0,18.462721222616544,1.0524721797271168,7.161244981479037,581.15
15.0,6.0,8.0,10.339700443138371,9.877659512274972,8.120111154848994,466.15
16.0,6.0,8.0,11.430190928463183,8.998492362471902,8.408487960326148,484.15
17.0,6.0,8.0,12.52046766546927,8.119505855553284,8.696981201872998,501.15
18.0,6.0,8.0,13.61074567378426,7.24032974988518,8.985411914900242,518.15
19.0,6.0,8.0,14.701024951709194,6.361353348648928,9.273780182970123,534.15
