Ni,Ti,Al,f1,f2,f3
15.939130810480785,3.391684869292618,4.81700517400002,-0.5248127674115234,1.2998611841256492e-05,0.2350281815849126
16.663645793547364,2.816417682465417,0.016503420798501534,-0.5563285328259844,1.2998611841256492e-05,0.3211079016182322
19.729948316552044,5.924664645774337,1.2992454393492519,-0.8778013605946072,0.07773536645274275,0.00047084958983194096
19.641761087132345,4.718462641631615,2.8454944569508376,-0.8778013605946072,0.008325383641698044,0.012847805217790042
15.430203985680881,3.739219652665993,5.45875641571613,-0.7064324389538297,0.0006939284963448849,0.04798062296946755
19.651447540857475,3.5244600373238537,1.4480037124842107,-0.7774347703061156,0.00011572119179560304,0.23863221289100878
18.406299213148486,4.3428657928221135,4.437498141709174,-0.7643173499669419,0.00011572119179560304,0.17867544780106345
16.606419505997003,4.0326823978449555,3.171919690216498,-0.7596415339371665,0.00011572119179560304,0.09987354692086288
15.430203985680881,3.739219652665993,2.2990386502834834,-0.7114685513724162,0.0006939284963448849,0.05108868329341894
15.965992381028768,2.816417682465417,0.061746954121786324,-0.5558508973363656,1.2998611841256492e-05,0.2842407811508334
16.65297746648118,4.038821123551668,4.8276914380816045,-0.7406109337050999,0.00011572119179560304,0.0984481844732538
15.430203985680881,2.8685789644255837,4.465766229835725,-0.536242664739249,2.8302538133837568e-05,0.21740655243993945
16.47790684492955,3.9292167319154094,1.3830252474794644,-0.7305292875472726,0.00011572119179560304,0.06575562351991744
18.34164494242814,3.946513038950208,0.8802118016371197,-0.7684761954385031,0.00011572119179560304,0.18028948084866997
15.939130810480785,3.7451037242591823,4.919191982431995,-0.7218306449543355,0.00011572119179560304,0.06433026107230838
15.948526567946695,3.351082840435375,1.6884652560372988,-0.5495709716049995,1.2998611841256492e-05,0.269329569296459
16.602513362726498,3.278167931140148,3.667028101068884,-0.5370851889373688,1.2998611841256492e-05,0.2546123993662238
15.39066944840403,2.9144468823601084,2.836551739098077,-0.545487243512069,2.8302538133837568e-05,0.24284781587504883
16.606419505997003,4.108425081453634,4.346014801186114,-0.7569291046555866,0.00011572119179560304,0.09951930028897081
16.474123758938664,2.953468158928457,2.7939273981287376,-0.5460657787566913,1.2998611841256492e-05,0.266315910046586
