Ni,Ti,Al,Laves
17.0,4.0,8.0,0.0
18.0,4.0,8.0,0.0
19.0,4.0,8.0,0.0
20.0,4.0,8.0,0.0
15.0,5.0,8.0,5.447869806827203
16.0,5.0,8.0,4.568890237332571
17.0,5.0,8.0,3.6897212685798264
18.0,5.0,8.0,2.8105520060936744
19.0,5.0,8.0,1.9315661283994547
20.0,5.0,8.0,1.0524721797271168
15.0,6.0,8.0,9.877659512274972
16.0,6.0,8.0,8.998492362471902
17.0,6.0,8.0,8.119505855553284
18.0,6.0,8.0,7.24032974988518
19.0,6.0,8.0,6.361353348648928
20.0,6.0,8.0,5.482187508506675
15.0,7.0,8.0,14.307322385601143
16.0,7.0,8.0,13.428351820710805
17.0,7.0,8.0,12.549187840024958
18.0,7.0,8.0,11.670197774524956
19.0,7.0,8.0,10.79103893143602
20.0,7.0,8.0,9.912057267933228
15.0,8.0,8.0,18.737160203521157
16.0,8.0,8.0,17.858001137116297
17.0,8.0,8.0,16.97907227447427
18.0,8.0,8.0,16.099946317895665
19.0,8.0,8.0,15.220788951479308
20.0,8.0,8.0,14.34182836614131
15.0,9.0,8.0,23.166899953995088
16.0,9.0,8.0,22.287839918910617
17.0,9.0,8.0,21.409515166214195
18.0,9.0,8.0,20.530014956157927
19.0,9.0,8.0,19.65129503910326
20.0,9.0,8.0,18.771596389484106
15.0,10.0,8.0,27.444960091287136
16.0,10.0,8.0,26.717542291833247
17.0,10.0,8.0,25.83792042939137
18.0,10.0,8.0,24.959077060440638
19.0,10.0,8.0,24.08096402142705
20.0,10.0,8.0,23.201719979106713
15.0,11.0,8.0,30.669690632578323
16.0,11.0,8.0,30.275373412628316
17.0,11.0,8.0,29.887289956151967
18.0,11.0,8.0,29.38973212534808
19.0,11.0,8.0,28.510328010882734
20.0,11.0,8.0,27.631702691264753
15.0,12.0,8.0,33.84904020310998
16.0,12.0,8.0,33.45271840194371
17.0,12.0,8.0,33.064671416389295
18.0,12.0,8.0,32.68672164535408
19.0,12.0,8.0,32.31499513145082
20.0,12.0,8.0,31.94948363182547
15.0,13.0,8.0,36.97087393938439
16.0,13.0,8.0,36.57460999944876
17.0,13.0,8.0,36.188605803951816
18.0,13.0,8.0,35.810667275116245
19.0,13.0,8.0,35.440997208131805
20.0,13.0,8.0,35.07951356407858
15.0,14.0,8.0,40.02509088542026
16.0,14.0,8.0,39.62892858551205
17.0,14.0,8.0,39.24296860680761
18.0,14.0,8.0,38.86712093722359
19.0,14.0,8.0,38.50152604115389
20.0,14.0,8.0,38.14404988249743
15.0,15.0,8.0,42.993567658121826
16.0,15.0,8.0,42.59747440340432
17.0,15.0,8.0,42.213655931169654
18.0,15.0,8.0,41.8419287377185
19.0,15.0,8.0,41.48038881208796
20.0,15.0,8.0,41.129022720015136
15.0,1.0,9.0,0.0
16.0,1.0,9.0,0.0
17.0,1.0,9.0,0.0
18.0,1.0,9.0,0.0
19.0,1.0,9.0,0.0
20.0,1.0,9.0,0.0
15.0,2.0,9.0,0.0
16.0,2.0,9.0,0.0
17.0,2.0,9.0,0.0
18.0,2.0,9.0,0.0
19.0,2.0,9.0,0.0
20.0,2.0,9.0,0.0
15.0,3.0,9.0,0.0
16.0,3.0,9.0,0.0
17.0,3.0,9.0,0.0
18.0,3.0,9.0,0.0
19.0,3.0,9.0,0.0
20.0,3.0,9.0,0.0
15.0,4.0,9.0,3.7780602935810057
16.0,4.0,9.0,2.899013986178549
17.0,4.0,9.0,2.0197703844110735
18.0,4.0,9.0,1.140770754511808
19.0,4.0,9.0,0.26168751432113413
20.0,4.0,9.0,0.0
15.0,5.0,9.0,8.207760157034423
16.0,5.0,9.0,7.328766316153336
17.0,5.0,9.0,6.449567417836874
18.0,5.0,9.0,5.570556192210484
19.0,5.0,9.0,4.691527046058129
20.0,5.0,9.0,3.812304066784431
15.0,6.0,9.0,12.637480493463713
16.0,6.0,9.0,11.758365182429921
17.0,6.0,9.0,10.879434381088886
18.0,6.0,9.0,10.000275137765408
19.0,6.0,9.0,9.121125211173537
20.0,6.0,9.0,8.242143397115564
15.0,7.0,9.0,17.065830498586898
16.0,7.0,9.0,16.188157236347013
17.0,7.0,9.0,15.309122343410634
18.0,7.0,9.0,14.430043399958667
19.0,7.0,9.0,13.550952312562343
20.0,7.0,9.0,12.671849097269883
15.0,8.0,9.0,20.32651111562899
16.0,8.0,9.0,19.919068917689813
17.0,8.0,9.0,19.519636187223167
18.0,8.0,9.0,18.859760653029685
19.0,8.0,9.0,17.980733802148087
20.0,8.0,9.0,17.101728430074996
15.0,9.0,9.0,23.55173811194686
16.0,9.0,9.0,23.142266053069925
17.0,9.0,9.0,22.741053388345854
18.0,9.0,9.0,22.34804513831308
19.0,9.0,9.0,21.961346136389643
20.0,9.0,9.0,21.53154876848457
15.0,10.0,9.0,26.735088219455793
16.0,10.0,9.0,26.32167417008856
17.0,10.0,9.0,25.920438653577214
18.0,10.0,9.0,25.52553740054729
19.0,10.0,9.0,25.138836735903876
20.0,10.0,9.0,24.760328162255814
15.0,11.0,9.0,29.8644776888836
16.0,11.0,9.0,29.45111135334397
17.0,11.0,9.0,29.045971956433025
18.0,11.0,9.0,28.653068175292617
19.0,11.0,9.0,28.26639009241354
20.0,11.0,9.0,27.889999010782468
15.0,12.0,9.0,32.93366799844317
16.0,12.0,9.0,32.51834032012194
17.0,12.0,9.0,32.11329529311864
18.0,12.0,9.0,31.718456556185536
19.0,12.0,9.0,31.33393726869243
20.0,12.0,9.0,30.959598961738887
15.0,13.0,9.0,35.9244520546583
16.0,13.0,9.0,35.5091809411732
17.0,13.0,9.0,35.104277607337586
18.0,13.0,9.0,34.71157436463737
19.0,13.0,9.0,34.329140461215935
20.0,13.0,9.0,33.95696244731432
15.0,14.0,9.0,38.818437662448886
16.0,14.0,9.0,38.40732629902449
17.0,14.0,9.0,38.006523136438624
18.0,14.0,9.0,37.618003811130244
19.0,14.0,9.0,37.23976403549409
20.0,14.0,9.0,36.871717109486326
15.0,15.0,9.0,41.300059242297
16.0,15.0,9.0,41.05082454555786
17.0,15.0,9.0,40.79574624129079
18.0,15.0,9.0,40.415469754136566
19.0,15.0,9.0,40.0453997869396
20.0,15.0,9.0,39.68361384010318
15.0,1.0,10.0,0.0
16.0,1.0,10.0,0.0
17.0,1.0,10.0,0.0
18.0,1.0,10.0,0.0
19.0,1.0,10.0,0.0
20.0,1.0,10.0,0.0
15.0,2.0,10.0,0.0
16.0,2.0,10.0,0.0
17.0,2.0,10.0,0.0
18.0,2.0,10.0,0.0
19.0,2.0,10.0,0.0
20.0,2.0,10.0,0.0
15.0,3.0,10.0,2.1080512246359326
16.0,3.0,10.0,1.2290414425814615
17.0,3.0,10.0,0.34995316038910473
18.0,3.0,10.0,0.0
19.0,3.0,10.0,0.0
20.0,3.0,10.0,0.0
15.0,4.0,10.0,6.537923602058726
16.0,4.0,10.0,5.65882308677839
17.0,4.0,10.0,4.779699932702585
18.0,4.0,10.0,3.9005464524119486
19.0,4.0,10.0,3.0215776119668636
20.0,4.0,10.0,2.1423841386876465
15.0,5.0,10.0,9.969644061743582
16.0,5.0,10.0,9.55318895763922
17.0,5.0,10.0,9.143422385476775
18.0,5.0,10.0,8.330410695072729
19.0,5.0,10.0,7.451332236092874
20.0,5.0,10.0,6.572247606528298
15.0,6.0,10.0,13.229239524384816
16.0,6.0,10.0,12.80994033574056
17.0,6.0,10.0,12.398154471673841
18.0,6.0,10.0,11.99327676395647
19.0,6.0,10.0,11.59490145672665
20.0,6.0,10.0,11.001952950740039
15.0,7.0,10.0,16.455393922509007
16.0,7.0,10.0,16.032693558557394
17.0,7.0,10.0,15.618482192031399
18.0,7.0,10.0,15.212215403205292
19.0,7.0,10.0,14.813026929525536
20.0,7.0,10.0,14.420541373449192
15.0,8.0,10.0,19.641899796515858
16.0,8.0,10.0,19.2157823649642
17.0,8.0,10.0,18.799034639861727
18.0,8.0,10.0,18.390971607137526
19.0,8.0,10.0,17.990824337390627
20.0,8.0,10.0,17.598383623046892
15.0,9.0,10.0,22.781980399592822
16.0,9.0,10.0,22.35110568443902
17.0,9.0,10.0,21.932571004654537
18.0,9.0,10.0,21.522373540856034
19.0,9.0,10.0,21.12249492908692
20.0,9.0,10.0,20.72889717407454
15.0,10.0,10.0,25.864395328057444
16.0,10.0,10.0,25.431585677749357
17.0,10.0,10.0,25.0090873141095
18.0,10.0,10.0,24.598983859537043
19.0,10.0,10.0,24.197169214559803
20.0,10.0,10.0,23.805677060582305
15.0,11.0,10.0,28.875778498915956
16.0,11.0,10.0,28.44307482965972
17.0,11.0,10.0,28.020689986238683
18.0,11.0,10.0,27.61066759435311
19.0,11.0,10.0,27.20899465612547
20.0,11.0,10.0,26.817657904567092
15.0,12.0,10.0,31.801850931079283
16.0,12.0,10.0,31.369240388623464
17.0,12.0,10.0,30.951026425858565
18.0,12.0,10.0,30.541122290634227
19.0,12.0,10.0,30.14364313577148
20.0,12.0,10.0,29.754450263874944
15.0,13.0,10.0,34.23045723602309
16.0,13.0,10.0,33.98079686584299
17.0,13.0,10.0,33.73342668621995
18.0,13.0,10.0,33.37591215260997
19.0,13.0,10.0,32.984698274998095
20.0,13.0,10.0,32.60177033703723
15.0,14.0,10.0,36.5836983056437
16.0,14.0,10.0,36.3347289417563
17.0,14.0,10.0,36.08597466889546
18.0,14.0,10.0,35.83743520844755
19.0,14.0,10.0,35.58911028227992
20.0,14.0,10.0,35.33899308349368
15.0,15.0,10.0,38.93564361420403
16.0,15.0,10.0,38.68737884402861
17.0,15.0,10.0,38.43932787515267
18.0,15.0,10.0,38.189479188664635
19.0,15.0,10.0,37.94177958264646
20.0,15.0,10.0,37.692360248696836
21.0,1.0,0.0,0.0
22.0,1.0,0.0,0.0
23.0,1.0,0.0,0.0
24.0,1.0,0.0,0.0
25.0,1.0,0.0,0.0
21.0,2.0,0.0,0.0
22.0,2.0,0.0,0.0
23.0,2.0,0.0,0.0
24.0,2.0,0.0,0.0
25.0,2.0,0.0,0.0
21.0,3.0,0.0,0.0
22.0,3.0,0.0,0.0
23.0,3.0,0.0,0.0
24.0,3.0,0.0,0.0
25.0,3.0,0.0,0.0
21.0,4.0,0.0,0.0
22.0,4.0,0.0,0.0
23.0,4.0,0.0,0.0
24.0,4.0,0.0,0.0
25.0,4.0,0.0,0.0
21.0,5.0,0.0,0.0
22.0,5.0,0.0,0.0
23.0,5.0,0.0,0.0
24.0,5.0,0.0,0.0
25.0,5.0,0.0,0.0
21.0,6.0,0.0,1.0334672452808569
22.0,6.0,0.0,0.0615858393904582
23.0,6.0,0.0,0.0
24.0,6.0,0.0,0.0
25.0,6.0,0.0,0.0
21.0,7.0,0.0,4.6073950007800635
22.0,7.0,0.0,3.635486998962212
23.0,7.0,0.0,2.6636234810198016
24.0,7.0,0.0,1.691783446561783
25.0,7.0,0.0,0.7199030655345714
21.0,8.0,0.0,8.181462201960764
22.0,8.0,0.0,7.209631753475369
23.0,8.0,0.0,6.237651656943514
24.0,8.0,0.0,5.265725611177874
25.0,8.0,0.0,4.293832915023305
21.0,9.0,0.0,11.755466434929048
22.0,9.0,0.0,10.783553839541495
23.0,9.0,0.0,9.811678892469851
24.0,9.0,0.0,8.839825657646522
25.0,9.0,0.0,7.867848023071647
21.0,10.0,0.0,15.329385346794455
22.0,10.0,0.0,14.357586882080305
23.0,10.0,0.0,13.385642473389314
24.0,10.0,0.0,12.4137099502595
25.0,10.0,0.0,11.441815120729848
21.0,11.0,0.0,18.903687229902197
22.0,11.0,0.0,17.931479957851586
23.0,11.0,0.0,16.959633831620977
24.0,11.0,0.0,15.987670455057549
25.0,11.0,0.0,15.01586392160466
21.0,12.0,0.0,22.477050119970414
22.0,12.0,0.0,21.50481278396871
23.0,12.0,0.0,20.533469175409692
24.0,12.0,0.0,19.561253046853842
25.0,12.0,0.0,18.589970331122004
21.0,13.0,0.0,26.051222237717404
22.0,13.0,0.0,25.079289221010555
23.0,13.0,0.0,24.10833188582016
24.0,13.0,0.0,23.13640950703334
25.0,13.0,0.0,22.163654210118164
21.0,14.0,0.0,29.626149235536136
22.0,14.0,0.0,28.652765185856754
23.0,14.0,0.0,27.68212496647117
24.0,14.0,0.0,26.708790133833787
25.0,14.0,0.0,25.73814985886115
21.0,15.0,0.0,33.19995929729691
22.0,15.0,0.0,32.22695447652085
23.0,15.0,0.0,31.254878752782023
24.0,15.0,0.0,30.283675846727228
25.0,15.0,0.0,29.31164250024937
21.0,1.0,1.0,0.0
22.0,1.0,1.0,0.0
23.0,1.0,1.0,0.0
24.0,1.0,1.0,0.0
25.0,1.0,1.0,0.0
21.0,2.0,1.0,0.0
22.0,2.0,1.0,0.0
23.0,2.0,1.0,0.0
24.0,2.0,1.0,0.0
25.0,2.0,1.0,0.0
21.0,3.0,1.0,0.0
22.0,3.0,1.0,0.0
23.0,3.0,1.0,0.0
24.0,3.0,1.0,0.0
25.0,3.0,1.0,0.0
21.0,4.0,1.0,0.0
22.0,4.0,1.0,0.0
23.0,4.0,1.0,0.0
24.0,4.0,1.0,0.0
25.0,4.0,1.0,0.0
21.0,5.0,1.0,0.0
22.0,5.0,1.0,0.0
23.0,5.0,1.0,0.0
24.0,5.0,1.0,0.0
25.0,5.0,1.0,0.0
21.0,6.0,1.0,1.0342125928686974
22.0,6.0,1.0,0.06203893099812453
23.0,6.0,1.0,0.0
24.0,6.0,1.0,0.0
25.0,6.0,1.0,0.0
21.0,7.0,1.0,4.609300521609268
22.0,7.0,1.0,3.6372002362241815
23.0,7.0,1.0,2.66494290960053
24.0,7.0,1.0,1.6927428797912214
25.0,7.0,1.0,0.7205523758529121
21.0,8.0,1.0,8.184653479725803
22.0,8.0,1.0,7.21234016377826
23.0,8.0,1.0,6.240217637723872
24.0,8.0,1.0,5.267937908668531
25.0,8.0,1.0,4.295863584724127
21.0,9.0,1.0,11.760085099419031
22.0,9.0,1.0,10.787920204722576
23.0,9.0,1.0,9.815594281987607
24.0,9.0,1.0,8.843470713629447
25.0,9.0,1.0,7.871186231503982
21.0,10.0,1.0,15.335873496938323
22.0,10.0,1.0,14.363552621757961
23.0,10.0,1.0,13.391403081323727
24.0,10.0,1.0,12.419270648617484
25.0,10.0,1.0,11.446952702629005
21.0,11.0,1.0,18.912740878848634
22.0,11.0,1.0,17.93968016629894
23.0,11.0,1.0,16.96754521379843
24.0,11.0,1.0,15.9952416692778
25.0,11.0,1.0,15.022924503909366
21.0,12.0,1.0,22.48860220555317
22.0,12.0,1.0,21.515392272357833
23.0,12.0,1.0,20.543106202364108
24.0,12.0,1.0,19.57170696815538
25.0,12.0,1.0,18.599442636823905
21.0,13.0,1.0,26.065040888491918
22.0,13.0,1.0,25.09407763668927
23.0,13.0,1.0,24.120332868273472
24.0,13.0,1.0,23.14938352383842
25.0,13.0,1.0,22.175658839390426
21.0,14.0,1.0,29.64383400919564
22.0,14.0,1.0,28.67142477576113
23.0,14.0,1.0,27.698157302383
24.0,14.0,1.0,26.72576027181594
25.0,14.0,1.0,25.754284909178406
21.0,15.0,1.0,33.22126146043544
22.0,15.0,1.0,32.24930210021492
23.0,15.0,1.0,31.278320179928308
24.0,15.0,1.0,30.304530552071647
25.0,15.0,1.0,29.33349461715253
21.0,1.0,2.0,0.0
22.0,1.0,2.0,0.0
23.0,1.0,2.0,0.0
24.0,1.0,2.0,0.0
25.0,1.0,2.0,0.0
21.0,2.0,2.0,0.0
22.0,2.0,2.0,0.0
23.0,2.0,2.0,0.0
24.0,2.0,2.0,0.0
25.0,2.0,2.0,0.0
21.0,3.0,2.0,0.0
22.0,3.0,2.0,0.0
23.0,3.0,2.0,0.0
24.0,3.0,2.0,0.0
25.0,3.0,2.0,0.0
21.0,4.0,2.0,0.0
22.0,4.0,2.0,0.0
23.0,4.0,2.0,0.0
24.0,4.0,2.0,0.0
25.0,4.0,2.0,0.0
21.0,5.0,2.0,0.0
22.0,5.0,2.0,0.0
23.0,5.0,2.0,0.0
24.0,5.0,2.0,0.0
25.0,5.0,2.0,0.0
21.0,6.0,2.0,1.0353226434656675
22.0,6.0,2.0,0.06257173771594424
23.0,6.0,2.0,0.0
24.0,6.0,2.0,0.0
25.0,6.0,2.0,0.0
21.0,7.0,2.0,4.612964139909118
22.0,7.0,2.0,3.640144844226551
23.0,7.0,2.0,2.667332722172512
24.0,7.0,2.0,1.6944363157509694
25.0,7.0,2.0,0.7215837109862728
21.0,8.0,2.0,8.191034239840322
22.0,8.0,2.0,7.218247230239442
23.0,8.0,2.0,6.245463809447006
24.0,8.0,2.0,5.272500778573653
25.0,8.0,2.0,4.2995336266706214
21.0,9.0,2.0,11.770045496975444
22.0,9.0,2.0,10.79712527251322
23.0,9.0,2.0,9.824187161642437
24.0,9.0,2.0,8.85126902808156
25.0,9.0,2.0,7.878336591825281
21.0,10.0,2.0,15.349759170744903
22.0,10.0,2.0,14.376881020184404
23.0,10.0,2.0,13.404027625569098
24.0,10.0,2.0,12.430964104090968
25.0,10.0,2.0,11.458084569345909
21.0,11.0,2.0,18.930672334746053
22.0,11.0,2.0,17.95787429359012
23.0,11.0,2.0,16.98491981052151
24.0,11.0,2.0,16.011928868598357
25.0,11.0,2.0,15.038934561967777
21.0,12.0,2.0,22.513839188445615
22.0,12.0,2.0,21.539886902213233
23.0,12.0,2.0,20.56680938668516
24.0,12.0,2.0,19.59464692020902
25.0,12.0,2.0,18.621555224227187
21.0,13.0,2.0,26.097409863049165
22.0,13.0,2.0,25.123900332557547
23.0,13.0,2.0,24.151304569550252
24.0,13.0,2.0,23.177774453475468
25.0,13.0,2.0,22.20511627735259
21.0,14.0,2.0,29.68494135255892
22.0,14.0,2.0,28.711934514496683
23.0,14.0,2.0,27.73798816305229
24.0,14.0,2.0,26.76495343094183
25.0,14.0,2.0,25.792781349323008
21.0,15.0,2.0,33.272785633311
22.0,15.0,2.0,32.30029987704485
23.0,15.0,2.0,31.328722660818986
24.0,15.0,2.0,30.35429088092847
25.0,15.0,2.0,29.38262413908689
21.0,1.0,3.0,0.0
22.0,1.0,3.0,0.0
23.0,1.0,3.0,0.0
24.0,1.0,3.0,0.0
25.0,1.0,3.0,0.0
21.0,2.0,3.0,0.0
22.0,2.0,3.0,0.0
23.0,2.0,3.0,0.0
24.0,2.0,3.0,0.0
25.0,2.0,3.0,0.0
21.0,3.0,3.0,0.0
22.0,3.0,3.0,0.0
23.0,3.0,3.0,0.0
24.0,3.0,3.0,0.0
25.0,3.0,3.0,0.0
21.0,4.0,3.0,0.0
22.0,4.0,3.0,0.0
23.0,4.0,3.0,0.0
24.0,4.0,3.0,0.0
25.0,4.0,3.0,0.0
21.0,5.0,3.0,0.0
22.0,5.0,3.0,0.0
23.0,5.0,3.0,0.0
24.0,5.0,3.0,0.0
25.0,5.0,3.0,0.0
21.0,6.0,3.0,1.037429578180461
22.0,6.0,3.0,0.06380008015410273
23.0,6.0,3.0,0.0
24.0,6.0,3.0,0.0
25.0,6.0,3.0,0.0
21.0,7.0,3.0,4.618641872034231
22.0,7.0,3.0,3.644940203668248
23.0,7.0,3.0,2.671220085829609
24.0,7.0,3.0,1.697527042486227
25.0,7.0,3.0,0.7237132560076993
21.0,8.0,3.0,8.201303889238002
22.0,8.0,3.0,7.227504835876646
23.0,8.0,3.0,6.253692341597388
24.0,8.0,3.0,5.27986642528442
25.0,8.0,3.0,4.306027105786577
21.0,9.0,3.0,11.785413239559004
22.0,9.0,3.0,10.811563165190991
23.0,9.0,3.0,9.837674202051192
24.0,9.0,3.0,8.863751821623648
25.0,9.0,3.0,7.8898307283462366
21.0,10.0,3.0,15.37151199010665
22.0,10.0,3.0,14.397586554296952
23.0,10.0,3.0,13.423640515237711
24.0,10.0,3.0,12.449673901739686
25.0,10.0,3.0,11.475665441585923
21.0,11.0,3.0,18.959720605355066
22.0,11.0,3.0,17.985943681638354
23.0,11.0,3.0,17.011956268899745
24.0,11.0,3.0,16.03791483298799
25.0,11.0,3.0,15.063880894481255
21.0,12.0,3.0,22.55152355242464
22.0,12.0,3.0,21.576978588983824
23.0,12.0,3.0,20.603299808393412
24.0,12.0,3.0,19.62866500486245
25.0,12.0,3.0,18.65493765548885
21.0,13.0,3.0,26.147222710132635
22.0,13.0,3.0,25.173184712305126
23.0,13.0,3.0,24.198185416122165
24.0,13.0,3.0,23.224092149973224
25.0,13.0,3.0,22.250903651535552
21.0,14.0,3.0,29.746776216054354
22.0,14.0,3.0,28.773304300001122
23.0,14.0,3.0,27.798865382961296
24.0,14.0,3.0,26.825329779797926
25.0,14.0,3.0,25.852647939578148
21.0,15.0,3.0,33.35389091236285
22.0,15.0,3.0,32.38100234585204
23.0,15.0,3.0,31.40714105121218
24.0,15.0,3.0,30.43412335760001
25.0,15.0,3.0,29.46019272148938
21.0,1.0,4.0,0.0
22.0,1.0,4.0,0.0
23.0,1.0,4.0,0.0
24.0,1.0,4.0,0.0
25.0,1.0,4.0,0.0
21.0,2.0,4.0,0.0
22.0,2.0,4.0,0.0
23.0,2.0,4.0,0.0
24.0,2.0,4.0,0.0
25.0,2.0,4.0,0.0
21.0,3.0,4.0,0.0
22.0,3.0,4.0,0.0
23.0,3.0,4.0,0.0
24.0,3.0,4.0,0.0
25.0,3.0,4.0,0.0
21.0,4.0,4.0,0.0
22.0,4.0,4.0,0.0
23.0,4.0,4.0,0.0
24.0,4.0,4.0,0.0
25.0,4.0,4.0,0.0
21.0,5.0,4.0,0.0
22.0,5.0,4.0,0.0
23.0,5.0,4.0,0.0
24.0,5.0,4.0,0.0
25.0,5.0,4.0,0.0
21.0,6.0,4.0,1.0420423784187438
22.0,6.0,4.0,0.06737090384568734
23.0,6.0,4.0,0.0
24.0,6.0,4.0,0.0
25.0,6.0,4.0,0.0
21.0,7.0,4.0,4.628680842788652
22.0,7.0,4.0,3.653898270238952
23.0,7.0,4.0,2.6790935057996275
24.0,7.0,4.0,1.7041613916368836
25.0,7.0,4.0,0.7292395728931618
21.0,8.0,4.0,8.217497649575051
22.0,8.0,4.0,7.242700671854554
23.0,8.0,4.0,6.267670332178856
24.0,8.0,4.0,5.292796373218825
25.0,8.0,4.0,4.317704701675151
21.0,9.0,4.0,11.809273341862095
22.0,9.0,4.0,10.834283314333714
23.0,9.0,4.0,9.859424165699947
24.0,9.0,4.0,8.884343190256219
25.0,9.0,4.0,7.9092279318835015
21.0,10.0,4.0,15.404733096352855
22.0,10.0,4.0,14.429725557654677
23.0,10.0,4.0,13.454867628729748
24.0,10.0,4.0,12.47978386086043
25.0,10.0,4.0,11.504640525694953
21.0,11.0,4.0,19.00419450931392
22.0,11.0,4.0,18.02995933445436
23.0,11.0,4.0,17.055085542395187
24.0,11.0,4.0,16.0802037038777
25.0,11.0,4.0,15.105251591405564
21.0,12.0,4.0,22.61157361248019
22.0,12.0,4.0,21.636580798547136
23.0,12.0,4.0,20.662526503696395
24.0,12.0,4.0,19.687447652281282
25.0,12.0,4.0,18.71270327421042
21.0,13.0,4.0,26.226469233499206
22.0,13.0,4.0,25.25213453464786
23.0,13.0,4.0,24.278647125055873
24.0,13.0,4.0,23.304170130621742
25.0,13.0,4.0,22.330589195167956
21.0,14.0,4.0,29.856474890196015
22.0,14.0,4.0,28.88271534943493
23.0,14.0,4.0,27.909849768504092
24.0,14.0,4.0,26.93787691691873
25.0,14.0,4.0,25.964908307525064
21.0,15.0,4.0,33.50723869220645
22.0,15.0,4.0,32.5530420759142
23.0,15.0,4.0,31.6735061460716
24.0,15.0,4.0,30.794717015386013
25.0,15.0,4.0,29.914901499714574
21.0,1.0,5.0,0.0
22.0,1.0,5.0,0.0
23.0,1.0,5.0,0.0
24.0,1.0,5.0,0.0
25.0,1.0,5.0,0.0
21.0,2.0,5.0,0.0
22.0,2.0,5.0,0.0
23.0,2.0,5.0,0.0
24.0,2.0,5.0,0.0
25.0,2.0,5.0,0.0
21.0,3.0,5.0,0.0
22.0,3.0,5.0,0.0
23.0,3.0,5.0,0.0
24.0,3.0,5.0,0.0
25.0,3.0,5.0,0.0
21.0,4.0,5.0,0.0
22.0,4.0,5.0,0.0
23.0,4.0,5.0,0.0
24.0,4.0,5.0,0.0
25.0,4.0,5.0,0.0
21.0,5.0,5.0,0.0
22.0,5.0,5.0,0.0
23.0,5.0,5.0,0.0
24.0,5.0,5.0,0.0
25.0,5.0,5.0,0.0
21.0,6.0,5.0,1.0544124026329191
22.0,6.0,5.0,0.07874763881505276
23.0,6.0,5.0,0.0
24.0,6.0,5.0,0.0
25.0,6.0,5.0,0.0
21.0,7.0,5.0,4.649651568931547
22.0,7.0,5.0,3.673982659134165
23.0,7.0,5.0,2.698259917714113
24.0,7.0,5.0,1.722397869097385
25.0,7.0,5.0,0.7465489575692896
21.0,8.0,5.0,8.249328338441746
22.0,8.0,5.0,7.273886024864688
23.0,8.0,5.0,6.298190066632012
24.0,8.0,5.0,5.32244533960111
25.0,8.0,5.0,4.3468407644033835
21.0,9.0,5.0,11.85539757707373
22.0,9.0,5.0,10.88019698835117
23.0,9.0,5.0,9.904731612746879
24.0,9.0,5.0,8.929402725789787
25.0,9.0,5.0,7.954005943137303
21.0,10.0,5.0,15.470315821439415
22.0,10.0,5.0,14.495722993392409
23.0,10.0,5.0,13.520883188398102
24.0,10.0,5.0,12.546152038271128
25.0,10.0,5.0,11.571578777860925
21.0,11.0,5.0,19.098799742992163
22.0,11.0,5.0,18.124815930229243
23.0,11.0,5.0,17.15137645170786
24.0,11.0,5.0,16.17806463860282
25.0,11.0,5.0,15.204661718050305
21.0,12.0,5.0,22.902303938647947
22.0,12.0,5.0,22.022147749352484
23.0,12.0,5.0,21.14473759296951
24.0,12.0,5.0,20.26428367715562
25.0,12.0,5.0,19.386533381478174
21.0,13.0,5.0,27.331615850926088
22.0,13.0,5.0,26.451970746156
23.0,13.0,5.0,25.573074636874914
24.0,13.0,5.0,24.69497854804647
25.0,13.0,5.0,23.815777952893793
21.0,14.0,5.0,31.761371449525583
22.0,14.0,5.0,30.8821564247943
23.0,14.0,5.0,30.0037399726753
24.0,14.0,5.0,29.12415817450463
25.0,14.0,5.0,28.24543175514017
21.0,15.0,5.0,36.191339710813594
22.0,15.0,5.0,35.31263025463945
23.0,15.0,5.0,34.43280567070106
24.0,15.0,5.0,33.55371364059226
25.0,15.0,5.0,32.67542059126224
21.0,1.0,6.0,0.0
22.0,1.0,6.0,0.0
23.0,1.0,6.0,0.0
24.0,1.0,6.0,0.0
25.0,1.0,6.0,0.0
21.0,2.0,6.0,0.0
22.0,2.0,6.0,0.0
23.0,2.0,6.0,0.0
24.0,2.0,6.0,0.0
25.0,2.0,6.0,0.0
21.0,3.0,6.0,0.0
22.0,3.0,6.0,0.0
23.0,3.0,6.0,0.0
24.0,3.0,6.0,0.0
25.0,3.0,6.0,0.0
21.0,4.0,6.0,0.0
22.0,4.0,6.0,0.0
23.0,4.0,6.0,0.0
24.0,4.0,6.0,0.0
25.0,4.0,6.0,0.0
21.0,5.0,6.0,0.0
22.0,5.0,6.0,0.0
23.0,5.0,6.0,0.0
24.0,5.0,6.0,0.0
25.0,5.0,6.0,0.0
21.0,6.0,6.0,1.0925756221910192
22.0,6.0,6.0,0.11677184937480718
23.0,6.0,6.0,0.0
24.0,6.0,6.0,0.0
25.0,6.0,6.0,0.0
21.0,7.0,6.0,4.707676044109537
22.0,7.0,6.0,3.7324264682040904
23.0,7.0,6.0,2.757294065612274
24.0,7.0,6.0,1.782211423943595
25.0,7.0,6.0,0.8071594281295357
21.0,8.0,6.0,8.335531169133978
22.0,8.0,6.0,7.361694811645143
23.0,8.0,6.0,6.387801045220988
24.0,8.0,6.0,5.4140145623192835
25.0,8.0,6.0,4.440531558926657
21.0,9.0,6.0,12.372614025281953
22.0,9.0,6.0,11.493617314374054
23.0,9.0,6.0,10.614417233057056
